fecha;codigo;facultad;area;materia;seccion;horario;dias;evaluacion;tipo;inscritos;examinados;modalidad
2023-03-18;MPRO-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MÉTODOS PROBABILÍSTICOS;1;16:00-19:00;Sab;SEGUNDA;ORDINARIA;57;55;EN LINEA
2023-03-18;ADPI-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ADMINISTRACIÓN DE PROYECTOS;2;13:00-16:00;Sab;SEGUNDA;ORDINARIA;28;28;EN LINEA
2023-03-18;EDPRO-H;Fac_CiSo;COMUNICACIONES;EDITORIAL Y PROPAGANDA;2;16:00-19:00;Sab;SEGUNDA;ORDINARIA;21;18;EN LINEA
2023-03-18;TECO-D;Fac_Der;DERECHO;TÉCNICAS DE ORALIDAD;3;13:00-16:00;Sab;SEGUNDA;ORDINARIA;21;17;EN LINEA
2023-03-18;BAS2-V;Fac_InCa;INFORMATICA;BASE DE DATOS II;2;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;SEGUNDA;ORDINARIA;47;40;VIRTUAL
2023-03-18;DEME-D;Fac_Der;DERECHO;DERECHO MERCANTIL;3;13:00-16:00;Sab;SEGUNDA;ORDINARIA;49;46;EN LINEA
2023-03-18;ADCC-V;Fac_InCa;INFORMATICA;ADMINISTRACIÓN DE CENTROS DE CÓMPUTO;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;SEGUNDA;ORDINARIA;60;46;VIRTUAL
2023-03-18;SINF-I;Fac_InCa;INFORMATICA;SISTEMAS DE INFORMACIÓN GERENCIAL;2;13:00-16:00;Sab;SEGUNDA;ORDINARIA;25;24;PRESENCIAL
2023-03-18;ASTD-E;Fac_InCa;INFORMATICA;SISTEMAS PARA LA TOMA DE DECISIONES;2;13:00-16:00;Sab;SEGUNDA;ORDINARIA;10;9;PRESENCIAL
2023-03-18;INT1-E;Fac_InCa;INFORMATICA;INTERNET I;1;13:00-16:00;Sab;SEGUNDA;ORDINARIA;7;6;EN LINEA
2023-03-18;TEME-C;Fac_CiSo;COMUNICACIONES;TECNOLOGÍA PARA MEDIOS DE COMUNICACIÓN;2;13:00-16:00;Sab;SEGUNDA;ORDINARIA;33;27;PRESENCIAL
2023-03-18;CRI-I;Fac_InCa;INFORMATICA;CONSTRUCCIÓN DE REDES INFORMÁTICAS PARA BASES DE DATOS;1;16:00-19:00;Sab;SEGUNDA;ORDINARIA;2;2;EN LINEA
2023-03-18;RED2-V;Fac_InCa;INFORMATICA;REDES II;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;SEGUNDA;ORDINARIA;29;17;VIRTUAL
2023-03-18;CSRS-I;Fac_InCa;INFORMATICA;CONFIGURACIÓN DE SEGURIDAD EN REDES, SERVIDORES Y CLÚSTERES DE BASES DE DATOS;1;13:00-16:00;Sab;SEGUNDA;ORDINARIA;9;9;EN LINEA
2023-03-18;ANUR-A;Fac_CiSo;ANTROPOLOGIA;ANTROPOLOGÍA URBANA Y CONTEMPORÁNEA;1;08:00-09:30;Sab;SEGUNDA;ORDINARIA;10;10;EN LINEA
2023-03-18;TEES-D;Fac_Der;DERECHO;TEORÍA DEL ESTADO;3;13:00-16:00;Sab;SEGUNDA;ORDINARIA;83;72;PRESENCIAL
2023-03-18;DISC-H;Fac_CiSo;IDIOMAS;DISEÑO CURRICULAR;1;16:00-19:00;Sab;SEGUNDA;ORDINARIA;4;4;EN LINEA
2023-03-18;REA1-A;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;26;13:00-16:00;Sab;SEGUNDA;ORDINARIA;19;17;EN LINEA
2023-03-18;CDLA-E;Fac_Der;DERECHO;ESTUDIO DE LA CONSTITUCIÓN;10;08:00-11:00;Sab;SEGUNDA;ORDINARIA;65;61;EN LINEA
2023-03-18;DEM2N-D;Fac_Der;DERECHO;DERECHO MERCANTIL II;2;13:00-16:00;Sab;SEGUNDA;ORDINARIA;21;20;PRESENCIAL
2023-03-18;PROV-E;Fac_CiEmp;NEGOCIOS;PROMOCIÓN DE VENTAS;2;13:00-16:00;Sab;SEGUNDA;ORDINARIA;50;48;EN LINEA
2023-03-18;ALG1-E;Fac_InCa;INFORMATICA;ALGORITMOS I;5;08:00-11:00;Sab;SEGUNDA;ORDINARIA;81;74;PRESENCIAL
2023-03-18;PRAG-E;Fac_CiEmp;NEGOCIOS;PRÁCTICA GERENCIAL;1;16:00-19:00;Sab;SEGUNDA;ORDINARIA;34;33;EN LINEA
2023-03-18;ARTE-T;Fac_InCa;INFORMATICA;ADMINISTRACIÓN DE RECURSOS TECNOLÓGICOS;1;16:00-19:00;Sab;SEGUNDA;ORDINARIA;31;29;EN LINEA
2023-03-18;DIPA-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DISEÑO DE PÁGINAS WEB;3;16:00-19:00;Sab;SEGUNDA;ORDINARIA;27;10;EN LINEA
2023-03-18;ETPS4-T;Fac_InCa;INFORMATICA;NORMAS Y ESTÁNDARES INTERNACIONALES;1;13:00-16:00;Sab;SEGUNDA;ORDINARIA;60;57;EN LINEA
2023-03-18;FEPS-V;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;FORMULACIÓN Y EVALUACIÓN DE PROYECTOS;2;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;SEGUNDA;ORDINARIA;22;19;VIRTUAL
2023-03-18;CREA-E;Fac_CiEmp;NEGOCIOS;CREACIÓN DE EMPRESAS;2;13:00-16:00;Sab;SEGUNDA;ORDINARIA;101;100;EN LINEA
2023-03-18;PSCC-V;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA DE LA COMUNICACIÓN;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;SEGUNDA;ORDINARIA;23;16;VIRTUAL
2023-03-18;APRO-E;Fac_CiEmp;NEGOCIOS;ADMINISTRACIÓN DE PROYECTOS;2;16:00-19:00;Sab;SEGUNDA;ORDINARIA;84;81;EN LINEA
2023-03-18;GCYA-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;GESTIÓN DE COMPRA Y ABASTECIMIENTO;2;16:00-19:00;Sab;SEGUNDA;ORDINARIA;68;67;EN LINEA
2023-03-18;ADPRO-E;Fac_CiEmp;NEGOCIOS;ADMÓN. DE LA PRODUCCIÓN;2;13:00-16:00;Sab;SEGUNDA;ORDINARIA;30;29;EN LINEA
2023-03-18;CREA-V;Fac_CiEmp;NEGOCIOS;CREACIÓN DE EMPRESAS;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;SEGUNDA;ORDINARIA;75;72;VIRTUAL
2023-03-18;DEM3P11-D;Fac_Der;DERECHO;DERECHO MERCANTIL III;2;13:00-16:00;Sab;SEGUNDA;ORDINARIA;34;32;PRESENCIAL
2023-03-18;INF1I-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;INFORMÁTICA;2;16:00-19:00;Sab;SEGUNDA;ORDINARIA;52;51;EN LINEA
2023-03-18;GEV1-E;Fac_CiEmp;NEGOCIOS;GERENCIA DE VENTAS I;2;16:00-19:00;Sab;SEGUNDA;ORDINARIA;43;43;EN LINEA
2023-03-18;FIEM-E;Fac_CiEmp;NEGOCIOS;FINANZAS EMPRESARIALES;4;16:00-19:00;Sab;SEGUNDA;ORDINARIA;75;63;EN LINEA
2023-03-18;DEL2-D;Fac_Der;DERECHO;DERECHO LABORAL II;2;13:00-16:00;Sab;SEGUNDA;ORDINARIA;16;12;EN LINEA
2023-03-18;COF2-V;Fac_CiEmp;NEGOCIOS;CONTABILIDAD FINANCIERA II;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;SEGUNDA;ORDINARIA;48;44;VIRTUAL
2023-03-18;PLOE-T;Fac_CiEmp;NEGOCIOS;PLANEACIÓN ORG. DE EVENTOS;1;16:00-19:00;Sab;SEGUNDA;ORDINARIA;62;59;EN LINEA
2023-03-18;BAS2-I;Fac_InCa;INFORMATICA;BASE DE DATOS II;3;13:00-16:00;Sab;SEGUNDA;ORDINARIA;128;94;EN LINEA
2023-03-18;SOCC-V;Fac_CiSo;ANTROPOLOGIA;SOCIOLOGÍA DE LA COMUNICACIÓN;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;SEGUNDA;DIFERIDA;12;1;VIRTUAL
2023-03-18;IB2-V;Fac_CiSo;IDIOMAS;INGLÉS BÁSICO II;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;SEGUNDA;DIFERIDA;57;1;VIRTUAL
2023-03-18;PRAC2-E;Fac_CiEmp;NEGOCIOS;PRÁCTICA GERENCIAL II;2;13:00-16:00;Sab;SEGUNDA;ORDINARIA;76;74;EN LINEA
2023-03-18;RED2-V;Fac_InCa;INFORMATICA;REDES II;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;SEGUNDA;DIFERIDA;29;6;VIRTUAL
2023-03-18;MAT1-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA I;6;08:00-11:00;Sab;SEGUNDA;ORDINARIA;74;64;PRESENCIAL
2023-03-18;IB1-V;Fac_CiSo;IDIOMAS;INGLÉS BÁSICO I;2;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;SEGUNDA;DIFERIDA;83;1;VIRTUAL
2023-03-18;FEPII-V;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;FORMULACIÓN Y EVALUACIÓN DE PROYECTOS;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;SEGUNDA;ORDINARIA;19;17;VIRTUAL
2023-03-18;FEPS-V;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;FORMULACIÓN Y EVALUACIÓN DE PROYECTOS;2;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;SEGUNDA;DIFERIDA;22;3;VIRTUAL
2023-03-18;FEPII-V;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;FORMULACIÓN Y EVALUACIÓN DE PROYECTOS;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;SEGUNDA;DIFERIDA;19;2;VIRTUAL
2023-03-18;ADCC-I;Fac_InCa;INFORMATICA;ADMÓN. DE CENTROS DE CÓMPUTO;2;13:00-16:00;Sab;SEGUNDA;ORDINARIA;31;29;PRESENCIAL
2023-03-18;EPRO-AC;Fac_CiSo;ANTROPOLOGIA;ÉTICA;11;08:00-11:00;Sab;SEGUNDA;ORDINARIA;67;55;PRESENCIAL
2023-03-18;AUD1-E;Fac_CiEmp;NEGOCIOS;AUDITORÍA I;1;13:00-16:00;Sab;SEGUNDA;ORDINARIA;88;82;EN LINEA
2023-03-18;FEPS-V;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;FORMULACIÓN Y EVALUACIÓN DE PROYECTOS;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;SEGUNDA;ORDINARIA;74;72;VIRTUAL
2023-03-18;ET1Q-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;NORMAS ISO (ET);2;13:00-16:00;Sab;SEGUNDA;ORDINARIA;108;101;EN LINEA
2023-03-18;MERC-E;Fac_CiEmp;NEGOCIOS;MERCADOTECNIA;5;13:00-16:00;Sab;SEGUNDA;ORDINARIA;77;73;EN LINEA
2023-03-18;COPA-V;Fac_InCa;INFORMATICA;COMPUTACIÓN PARALELA;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;SEGUNDA;ORDINARIA;2;2;VIRTUAL
2023-03-18;COF2-V;Fac_CiEmp;NEGOCIOS;CONTABILIDAD FINANCIERA II;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;SEGUNDA;DIFERIDA;48;1;VIRTUAL
2023-03-19;EXGR-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;EXPRESIÓN GRÁFICA;2;08:00-09:30;Ma-Jue;PRIMERA;DIFERIDA;78;1;PRESENCIAL
2023-03-19;INI9-I;Fac_CiSo;IDIOMAS;INGLÉS PARA NEGOCIOS IX;1;07:00-10:00;Dom;SEGUNDA;ORDINARIA;5;5;EN LINEA
2023-03-19;INI10-I;Fac_CiSo;IDIOMAS;INGLÉS PARA NEGOCIOS X;1;07:00-10:00;Dom;SEGUNDA;ORDINARIA;7;6;EN LINEA
2023-03-19;EPRO-AC;Fac_CiSo;ANTROPOLOGIA;ÉTICA;13;07:00-10:00;Dom;SEGUNDA;ORDINARIA;28;21;PRESENCIAL
2023-03-19;DEME-D;Fac_Der;DERECHO;DERECHO MERCANTIL;4;07:00-10:00;Dom;SEGUNDA;ORDINARIA;63;56;EN LINEA
2023-03-19;PROG3-I;Fac_InCa;INFORMATICA;PROGRAMACIÓN III;3;07:00-10:00;Dom;SEGUNDA;ORDINARIA;14;10;EN LINEA
2023-03-19;ESTP-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ESTADÍSTICA I;2;07:00-10:00;Dom;SEGUNDA;ORDINARIA;14;10;PRESENCIAL
2023-03-19;REA1-A;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;13;07:00-10:00;Dom;SEGUNDA;ORDINARIA;75;67;EN LINEA
2023-03-19;CTIA-E;Fac_CiEmp;NEGOCIOS;CONTRALORÍA;1;07:00-10:00;Dom;SEGUNDA;ORDINARIA;61;59;EN LINEA
2023-03-19;FEPP-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;FORMULACIÓN Y EVALUACIÓN DE PROYECTOS;5;07:00-10:00;Dom;SEGUNDA;ORDINARIA;39;38;EN LINEA
2023-03-19;DPCM1-D;Fac_Der;DERECHO;DERECHO PROCESAL CIVIL Y MERCANTIL I;3;07:00-10:00;Dom;SEGUNDA;ORDINARIA;27;24;EN LINEA
2023-03-19;INF1-I;Fac_InCa;INFORMATICA;INFORMÁTICA;15;07:00-10:00;Dom;SEGUNDA;ORDINARIA;68;54;EN LINEA
2023-03-19;PRIPU-D;Fac_Der;DERECHO;DERECHO INTERNACIONAL PÚBLICO Y PRIVADO;2;07:00-10:00;Dom;SEGUNDA;ORDINARIA;41;35;EN LINEA
2023-03-19;PRIPU-D;Fac_Der;DERECHO;DERECHO INTERNACIONAL PÚBLICO Y PRIVADO;2;07:00-10:00;Dom;PRIMERA;DIFERIDA;41;1;EN LINEA
2023-03-19;AUFI-E;Fac_CiEmp;NEGOCIOS;AUDITORÍA FISCAL;1;07:00-10:00;Dom;SEGUNDA;ORDINARIA;93;91;EN LINEA
2023-03-19;AUFI-E;Fac_CiEmp;NEGOCIOS;AUDITORÍA FISCAL;1;07:00-10:00;Dom;PRIMERA;DIFERIDA;93;1;EN LINEA
2023-03-19;CRIM-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;CREATIVIDAD EN IMAGEN CORPORATIVA;1;07:00-10:00;Dom;SEGUNDA;ORDINARIA;50;46;EN LINEA
2023-03-19;MEVA-H;Fac_CiSo;PSICOLOGIA;MÉTODOS EVALUACIÓN ADULTO;2;07:00-10:00;Dom;SEGUNDA;ORDINARIA;49;44;PRESENCIAL
2023-03-19;DPWEB-I;Fac_InCa;INFORMATICA;DESARROLLO DE LA PLATAFORMA WEB;2;10:00-13:00;Dom;SEGUNDA;ORDINARIA;19;16;PRESENCIAL
2023-03-19;RED1-E;Fac_InCa;INFORMATICA;REDES DE DATOS I;4;10:00-13:00;Dom;SEGUNDA;ORDINARIA;16;16;PRESENCIAL
2023-03-19;DSIW1-T;Fac_InCa;INFORMATICA;DESARROLLO DE SISTEMAS INFORMÁTICOS WEB I;1;10:00-13:00;Dom;SEGUNDA;ORDINARIA;41;35;EN LINEA
2023-03-19;OTSO-N;Fac_InCa;INFORMATICA;ORIENTACIÓN TÉCNICA DEL SOFTWARE;1;10:00-13:00;Dom;SEGUNDA;ORDINARIA;39;39;EN LINEA
2023-03-19;STCD-H;Fac_Der;DERECHO;SEMINARIO TALLER DE COMPETENCIAS;3;10:00-13:00;Dom;SEGUNDA;ORDINARIA;32;31;EN LINEA
2023-03-19;AYDS-I;Fac_InCa;INFORMATICA;LENGUAJE UNIFICADO MODELADO (UML);3;10:00-13:00;Dom;SEGUNDA;ORDINARIA;34;28;EN LINEA
2023-03-19;CDLA-E;Fac_Der;DERECHO;ESTUDIO DE LA CONSTITUCIÓN;11;10:00-13:00;Dom;SEGUNDA;ORDINARIA;35;30;EN LINEA
2023-03-19;ESCX-N;Fac_CiEmp;NEGOCIOS;ESTRATEGIAS DE COMERCIO EXTERIOR;1;10:00-13:00;Dom;SEGUNDA;ORDINARIA;28;28;EN LINEA
2023-03-19;CDLA-E;Fac_Der;DERECHO;ESTUDIO DE LA CONSTITUCIÓN;11;10:00-13:00;Dom;PRIMERA;DIFERIDA;35;1;EN LINEA
2023-03-19;EPRO-AC;Fac_CiSo;ANTROPOLOGIA;ÉTICA;14;10:00-13:00;Dom;SEGUNDA;ORDINARIA;128;109;EN LINEA
2023-03-19;HISTU-H;Fac_CiSo;ANTROPOLOGIA;HISTORIA UNIVERSAL;1;07:00-10:00;Dom;SEGUNDA;ORDINARIA;93;85;EN LINEA
2023-03-19;DII3-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DISEÑO DE INTERFACES III;1;10:00-13:00;Dom;SEGUNDA;ORDINARIA;57;51;EN LINEA
2023-03-19;FEPI-DG;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;DESARROLLO DE PROYECTOS;1;10:00-13:00;Dom;SEGUNDA;ORDINARIA;42;42;EN LINEA
2023-03-19;BAS1-I;Fac_InCa;INFORMATICA;BASES DE DATOS I;4;10:00-13:00;Dom;SEGUNDA;ORDINARIA;27;24;EN LINEA
2023-03-19;SIEL-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;SISTEMAS LINEALES ELECTROMECÁNICOS;1;07:00-10:00;Dom;SEGUNDA;ORDINARIA;64;60;EN LINEA
2023-03-19;ESTE-E;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ESTADÍSTICA;5;10:00-13:00;Dom;SEGUNDA;ORDINARIA;28;26;EN LINEA
2023-03-19;FITRI-D;Fac_Der;DERECHO;FINANZAS PÚBLICAS Y LEYES TRIBUTARIAS;2;10:00-13:00;Dom;SEGUNDA;ORDINARIA;33;26;EN LINEA
2023-03-19;EXOE-H;Fac_CiSo;IDIOMAS;EXPRESIÓN ORAL Y ESCRITA DEL ESPAÑOL;17;10:00-13:00;Dom;SEGUNDA;ORDINARIA;113;109;EN LINEA
2023-03-19;OPFA-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;OPERAC. DE FABRICACIÓN;2;07:00-10:00;Dom;SEGUNDA;ORDINARIA;37;35;PRESENCIAL
2023-03-19;CIDI-I;Fac_InCa;INFORMATICA;SISTEMAS DIGITALES;1;07:00-10:00;Dom;SEGUNDA;ORDINARIA;57;56;EN LINEA
2023-03-19;FIS3-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;FÍSICA III;3;10:00-13:00;Dom;SEGUNDA;ORDINARIA;100;91;EN LINEA
2023-03-19;AUD3-E;Fac_CiEmp;NEGOCIOS;AUDITORÍA III;1;10:00-13:00;Dom;SEGUNDA;ORDINARIA;68;65;EN LINEA
2023-03-19;AUD3-E;Fac_CiEmp;NEGOCIOS;AUDITORÍA III;1;10:00-13:00;Dom;PRIMERA;DIFERIDA;68;1;EN LINEA
2023-03-19;IACI-I;Fac_InCa;INFORMATICA;INTRODUCCIÓN AL ANÁLISIS DE CIRCUITOS;2;07:00-10:00;Dom;SEGUNDA;ORDINARIA;22;19;EN LINEA
2023-03-19;DEL1-D;Fac_Der;DERECHO;DERECHO LABORAL I;2;07:00-10:00;Dom;SEGUNDA;ORDINARIA;37;31;EN LINEA
2023-03-19;TEEV-H;Fac_CiSo;IDIOMAS;TÉCNICAS DE EVALUACIÓN;3;07:00-10:00;Dom;SEGUNDA;ORDINARIA;34;33;EN LINEA
2023-03-19;INF1-V;Fac_InCa;INFORMATICA;INFORMÁTICA I;4;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;SEGUNDA;ORDINARIA;90;56;VIRTUAL
2023-03-19;INF1-V;Fac_InCa;INFORMATICA;INFORMÁTICA I;2;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;SEGUNDA;ORDINARIA;95;70;VIRTUAL
2023-03-19;FIS2-V;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;FÍSICA II;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;SEGUNDA;ORDINARIA;105;99;VIRTUAL
2023-03-19;IACI-V;Fac_InCa;INFORMATICA;INTRODUCCIÓN AL ANÁLISIS DE CIRCUITOS;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;SEGUNDA;ORDINARIA;26;24;VIRTUAL
2023-03-19;ARTI-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;ARTE TIPOGRÁFICO;1;07:00-10:00;Dom;SEGUNDA;ORDINARIA;66;64;EN LINEA
2023-03-19;COA2-V;Fac_CiSo;IDIOMAS;COMPRENSIÓN AUDITIVA II;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;SEGUNDA;ORDINARIA;35;29;VIRTUAL
2023-03-19;CIDI-V;Fac_InCa;INFORMATICA;SISTEMAS DIGITALES;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;SEGUNDA;ORDINARIA;19;15;VIRTUAL
2023-03-19;STCA-V;Fac_CiEmp;NEGOCIOS;SEMINARIO TALLER DE COMPETENCIAS;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;SEGUNDA;ORDINARIA;95;83;VIRTUAL
2023-03-19;ADCO-V;Fac_CiEmp;NEGOCIOS;ADMINISTRACIÓN DE COMPRAS;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;SEGUNDA;ORDINARIA;21;17;VIRTUAL
2023-03-19;PUB1-H;Fac_CiSo;COMUNICACIONES;PUBLICIDAD I;5;10:00-13:00;Dom;SEGUNDA;ORDINARIA;20;20;EN LINEA
2023-03-19;SIOPA-V;Fac_InCa;INFORMATICA;SISTEMAS OPERATIVOS;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;SEGUNDA;ORDINARIA;13;11;VIRTUAL
2023-03-19;INF1-V;Fac_InCa;INFORMATICA;INFORMÁTICA I;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;SEGUNDA;ORDINARIA;94;79;VIRTUAL
2023-03-19;INF1-V;Fac_InCa;INFORMATICA;INFORMÁTICA I;3;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;SEGUNDA;ORDINARIA;89;66;VIRTUAL
2023-03-19;INF1-V;Fac_InCa;INFORMATICA;INFORMÁTICA I;5;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;SEGUNDA;ORDINARIA;87;57;VIRTUAL
2023-03-19;FEPI-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;FORMULACIÓN Y EVALUACIÓN DE PROYECTOS;2;10:00-13:00;Dom;SEGUNDA;ORDINARIA;73;71;EN LINEA
2023-03-19;REA1-A;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;27;10:00-13:00;Dom;SEGUNDA;ORDINARIA;25;19;EN LINEA
2023-03-19;TCMD-V;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;TALLER DE CREATIVIDAD Y MÉTODOS DE DISEÑO;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;SEGUNDA;ORDINARIA;20;18;VIRTUAL
2023-03-19;REA1-A;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;14;07:00-10:00;Dom;SEGUNDA;ORDINARIA;58;50;PRESENCIAL
2023-03-19;CAL3-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA IV;3;07:00-10:00;Dom;SEGUNDA;ORDINARIA;69;60;EN LINEA
2023-03-19;MATF-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA FINANCIERA;7;10:00-13:00;Dom;SEGUNDA;ORDINARIA;58;54;EN LINEA
2023-03-19;FIS1-V;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;FÍSICA I;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;SEGUNDA;ORDINARIA;97;84;VIRTUAL
2023-03-19;FIS3-V;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;FÍSICA III;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;SEGUNDA;ORDINARIA;110;96;VIRTUAL
2023-03-19;FILO-H;Fac_CiSo;ANTROPOLOGIA;FILOSOFÍA;13;07:00-10:00;Dom;SEGUNDA;ORDINARIA;34;30;PRESENCIAL
2023-03-19;ORTI-V;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ORIENTACIÓN TÉCNICA DE INGENIERÍA;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;SEGUNDA;ORDINARIA;108;87;VIRTUAL
2023-03-19;ESTE-E;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ESTADÍSTICA;4;07:00-10:00;Dom;SEGUNDA;ORDINARIA;48;45;EN LINEA
2023-03-19;DIEP-V;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;DISTRIBUCIÓN EN PLANTA;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;SEGUNDA;ORDINARIA;35;24;VIRTUAL
2023-03-19;ETI3-V;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MODELOS DE DECISIÓN II (ETL3);1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;SEGUNDA;ORDINARIA;6;4;VIRTUAL
2023-03-19;SIOP-V;Fac_InCa;INFORMATICA;SISTEMAS OPERATIVOS;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;SEGUNDA;ORDINARIA;28;24;VIRTUAL
2023-03-19;COF1-E;Fac_CiEmp;NEGOCIOS;CONTABILIDAD FINANCIERA I;7;07:00-10:00;Dom;SEGUNDA;ORDINARIA;89;81;PRESENCIAL
2023-03-19;ASEM-I;Fac_InCa;INFORMATICA;LENGUAJE DE MÁQUINA;2;07:00-10:00;Dom;SEGUNDA;ORDINARIA;59;57;EN LINEA
2023-03-19;DIEP-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;DISTRIBUCIÓN EN PLANTA;2;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;SEGUNDA;ORDINARIA;11;11;VIRTUAL
