fecha;codigo;facultad;area;materia;seccion;horario;dias;evaluacion;tipo;inscritos;examinados;modalidad
2023-02-20;INME-V;Fac_CiEmp;NEGOCIOS;INVESTIGACIÓN DE MERCADOS;2;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;PRIMERA;DIFERIDA;23;1;VIRTUAL
2023-02-20;MAT2I-V;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA II;2;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;PRIMERA;DIFERIDA;85;7;VIRTUAL
2023-02-20;MAT2I-V;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA II;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;PRIMERA;DIFERIDA;97;6;VIRTUAL
2023-02-20;ORTI-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ORIENTACIÓN TÉCNICA DE INGENIERÍA;7;08:00-09:30;Lu-Vie;PRIMERA;ORDINARIA;89;80;PRESENCIAL
2023-02-20;PSEM-V;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA EMPRESARIAL;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;PRIMERA;DIFERIDA;116;3;VIRTUAL
2023-02-20;PSEM-V;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA EMPRESARIAL;2;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;PRIMERA;DIFERIDA;102;3;VIRTUAL
2023-02-20;PSIG-V;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA GENERAL;2;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;PRIMERA;DIFERIDA;39;1;VIRTUAL
2023-02-20;II2-V;Fac_CiSo;IDIOMAS;INGLÉS INTERMEDIO II;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;PRIMERA;DIFERIDA;34;2;VIRTUAL
2023-02-20;ARHU-V;Fac_CiEmp;NEGOCIOS;ADMINISTRACIÓN DE RECURSOS HUMANOS;2;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;PRIMERA;DIFERIDA;100;2;VIRTUAL
2023-02-20;ETPS2-T;Fac_InCa;INFORMATICA;TÉCNICAS DE PRODUCCIÓN INDUSTRIAL DE SOFTWARE II;1;17:00-18:30;Lu-Mie;PRIMERA;ORDINARIA;71;69;EN LINEA
2023-02-21;REA1-A;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;20;08:00-09:30;Ma-Jue;PRIMERA;ORDINARIA;88;86;PRESENCIAL
2023-02-21;REA1-A;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;18;08:00-09:30;Ma-Jue;PRIMERA;ORDINARIA;88;84;PRESENCIAL
2023-02-21;STCB-H;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;SEMINARIO TALLER DE COMPETENCIAS;11;08:00-09:30;Ma-Jue;PRIMERA;ORDINARIA;69;67;PRESENCIAL
2023-02-21;ING1-H;Fac_CiSo;IDIOMAS;INGLÉS I;5;08:00-09:30;Ma-Jue;PRIMERA;ORDINARIA;81;76;PRESENCIAL
2023-02-21;COA1-I;Fac_CiSo;IDIOMAS;COMPRENSIÓN AUDITIVA I;2;08:00-09:30;Ma-Jue;PRIMERA;ORDINARIA;54;54;PRESENCIAL
2023-02-21;PPT2-H;Fac_CiSo;PSICOLOGIA;PSICO-PATOLOGÍA II;1;08:00-09:30;Ma-Jue;PRIMERA;ORDINARIA;54;54;PRESENCIAL
2023-02-21;LCI2-H;Fac_CiSo;IDIOMAS;LECTURA Y CONVERSACIÓN EN INGLÉS II;1;08:00-09:30;Ma-Jue;PRIMERA;ORDINARIA;70;70;EN LINEA
2023-02-21;EXOE-H;Fac_CiSo;IDIOMAS;EXPRESIÓN ORAL Y ESCRITA DEL ESPAÑOL;6;08:00-09:30;Ma-Jue;PRIMERA;ORDINARIA;87;76;PRESENCIAL
2023-02-21;PSD-I;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA DEL DESARROLLO;2;08:00-09:30;Ma-Jue;PRIMERA;ORDINARIA;79;78;EN LINEA
2023-02-21;MATE-E;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA I;5;08:00-09:30;Ma-Jue;PRIMERA;ORDINARIA;36;33;PRESENCIAL
2023-02-21;MAT2-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA II;3;08:00-09:30;Ma-Jue;PRIMERA;ORDINARIA;46;46;PRESENCIAL
2023-02-21;STCC-H;Fac_CiSo;IDIOMAS;SEMINARIO TALLER DE COMPETENCIAS;10;08:00-09:30;Ma-Jue;PRIMERA;ORDINARIA;88;82;PRESENCIAL
2023-02-21;TER1-T;Fac_InCa;INFORMATICA;TECNOLOGÍA CERTIFICADA EN REDES I;2;08:00-09:30;Ma-Jue;PRIMERA;ORDINARIA;29;27;PRESENCIAL
2023-02-21;STCB-H;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;SEMINARIO TALLER DE COMPETENCIAS;2;08:00-09:30;Ma-Jue;PRIMERA;ORDINARIA;89;86;PRESENCIAL
2023-02-21;PSEM-H;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA EMPRESARIAL;2;08:00-09:30;Ma-Jue;PRIMERA;ORDINARIA;37;36;PRESENCIAL
2023-02-21;FILO-H;Fac_CiSo;ANTROPOLOGIA;FILOSOFÍA;4;08:00-09:30;Ma-Jue;PRIMERA;ORDINARIA;73;66;PRESENCIAL
2023-02-21;ING2-H;Fac_CiSo;IDIOMAS;INGLÉS II;3;08:00-09:30;Ma-Jue;PRIMERA;ORDINARIA;54;52;PRESENCIAL
2023-02-21;REA1-A;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;4;08:00-09:30;Ma-Jue;PRIMERA;ORDINARIA;87;85;PRESENCIAL
2023-02-21;ORTI-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ORIENTACIÓN TÉCNICA DE INGENIERÍA;4;08:00-09:30;Ma-Jue;PRIMERA;ORDINARIA;89;89;PRESENCIAL
2023-02-21;MAT3-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA III;2;08:00-09:30;Ma-Jue;PRIMERA;ORDINARIA;57;51;PRESENCIAL
2023-02-21;REA1-A;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;16;08:00-09:30;Ma-Jue;PRIMERA;ORDINARIA;89;87;PRESENCIAL
2023-02-21;PEST-H;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;PSICO-ESTADÍSTICA;1;08:00-09:30;Ma-Jue;PRIMERA;ORDINARIA;42;38;PRESENCIAL
2023-02-21;STCC-H;Fac_CiSo;IDIOMAS;SEMINARIO TALLER DE COMPETENCIAS;2;08:00-09:30;Ma-Jue;PRIMERA;ORDINARIA;95;91;PRESENCIAL
2023-02-21;EXGR-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;EXPRESIÓN GRÁFICA;2;08:00-09:30;Ma-Jue;PRIMERA;ORDINARIA;78;70;PRESENCIAL
2023-02-21;ARAR2-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;ARTES GRÁFICAS II;1;08:00-09:30;Ma-Jue;PRIMERA;ORDINARIA;64;60;PRESENCIAL
2023-02-21;ARHU-E;Fac_CiEmp;NEGOCIOS;ADMINISTRACIÓN DE RECURSOS HUMANOS;3;08:00-09:30;Ma-Jue;PRIMERA;ORDINARIA;27;27;PRESENCIAL
2023-02-21;PSIG-H;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA GENERAL;3;08:00-09:30;Ma-Jue;PRIMERA;ORDINARIA;88;81;PRESENCIAL
2023-02-21;METI-H;Fac_CiEmp;NEGOCIOS;MÉTODOS DE INVESTIGACIÓN;2;08:00-09:30;Ma-Jue;PRIMERA;ORDINARIA;36;33;PRESENCIAL
2023-02-21;PUB1-H;Fac_CiSo;COMUNICACIONES;PUBLICIDAD I;2;08:00-09:30;Ma-Jue;PRIMERA;ORDINARIA;50;46;EN LINEA
2023-02-21;INF1-I;Fac_InCa;INFORMATICA;INFORMÁTICA;7;08:00-09:30;Ma-Jue;PRIMERA;ORDINARIA;66;53;EN LINEA
2023-02-21;IED2-D;Fac_Der;DERECHO;INTRODUCCIÓN AL ESTUDIO DEL DERECHO II;1;08:00-09:30;Ma-Jue;PRIMERA;ORDINARIA;21;17;PRESENCIAL
2023-02-21;PED-H;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA EDUCATIVA;1;08:00-09:30;Ma-Jue;PRIMERA;ORDINARIA;36;33;PRESENCIAL
2023-02-21;REA1-A;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;9;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;129;120;EN LINEA
2023-02-21;SEMI-H;Fac_CiSo;COMUNICACIONES;SEMINARIO DE INVESTIGACIÓN;1;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;52;51;EN LINEA
2023-02-21;PSIG-H;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA GENERAL;5;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;53;52;EN LINEA
2023-02-21;PSD2-H;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA DEL DESARROLLO II;3;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;73;70;EN LINEA
2023-02-21;IACI-I;Fac_InCa;INFORMATICA;INTRODUCCIÓN AL ANÁLISIS DE CIRCUITOS;1;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;44;42;EN LINEA
2023-02-21;SIOP-I;Fac_InCa;INFORMATICA;SISTEMAS OPERATIVOS;2;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;49;48;EN LINEA
2023-02-21;ECTU-I;Fac_CiEmp;IDIOMAS;ECOTURISMO;1;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;46;45;EN LINEA
2023-02-21;FOPU-H;Fac_CiSo;COMUNICACIONES;FOTOGRAFÍA PUBLICITARIA;3;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;29;29;EN LINEA
2023-02-21;CND-I;Fac_InCa;INFORMATICA;CONSULTA DE DATOS EN BASES DE DATOS;1;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;2;2;EN LINEA
2023-02-21;ESTR-A;Fac_CiSo;ANTROPOLOGIA;ESTRUCTURALISMO;1;18:40-20:10;Ma;PRIMERA;ORDINARIA;7;6;EN LINEA
2023-02-21;ELE1-I;Fac_InCa;INFORMATICA;ELECTRÓNICA;1;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;53;52;EN LINEA
2023-02-21;TPDA-H;Fac_CiSo;PSICOLOGIA;TRATAMIENTO PSICOLÓGICO DEL ADULTO;1;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;87;87;EN LINEA
2023-02-21;HIDI-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;HISTORIA DEL DISEÑO GRÁFICO;1;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;67;58;EN LINEA
2023-02-21;STCC-H;Fac_CiSo;IDIOMAS;SEMINARIO TALLER DE COMPETENCIAS;5;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;113;99;EN LINEA
2023-02-21;SOCC-H;Fac_CiSo;ANTROPOLOGIA;SOCIOLOGÍA DE LA COMUNICACIÓN;2;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;50;46;EN LINEA
2023-02-21;PED-H;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA EDUCATIVA;2;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;54;52;EN LINEA
2023-02-21;ING1-H;Fac_CiSo;IDIOMAS;INGLÉS I;11;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;132;125;EN LINEA
2023-02-21;PROO-H;Fac_CiSo;COMUNICACIONES;PROTOCOLO Y ORATORIA;2;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;30;30;EN LINEA
2023-02-21;TPDN-H;Fac_CiSo;PSICOLOGIA;TRATAMIENTO PSIC. INFANTIL;2;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;128;122;EN LINEA
2023-02-21;EOA-H;Fac_CiSo;IDIOMAS;EXPRESIÓN ORAL AVANZADA;1;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;59;56;EN LINEA
2023-02-21;FILO-H;Fac_CiSo;ANTROPOLOGIA;FILOSOFÍA;10;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;129;125;EN LINEA
2023-02-21;COI1-H;Fac_CiSo;IDIOMAS;COMPOSICIÓN INGLESA I;1;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;51;49;EN LINEA
2023-02-21;PSEX-H;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA EXPERIMENTAL;2;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;91;85;EN LINEA
2023-02-21;LIN-H;Fac_CiSo;IDIOMAS;LINGÜÍSTICA;1;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;57;55;EN LINEA
2023-02-21;ESTR-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ESTUDIO DEL TRABAJO;1;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;78;61;EN LINEA
2023-02-21;LOCO-N;Fac_InCa;INFORMATICA;LÓGICA COMPUTACIONAL;1;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;22;19;EN LINEA
2023-02-21;MAT2-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA II;4;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;116;112;EN LINEA
2023-02-21;INF1-I;Fac_InCa;INFORMATICA;INFORMÁTICA;13;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;97;88;EN LINEA
2023-02-21;GCYA-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;GESTIÓN DE COMPRA Y ABASTECIMIENTO;1;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;88;87;EN LINEA
2023-02-21;APR1-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ADMINISTRACIÓN DE LA PRODUCCIÓN I;1;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;89;87;EN LINEA
2023-02-21;DENO-D;Fac_Der;DERECHO;DERECHO NOTARIAL;2;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;80;74;EN LINEA
2023-02-21;DIG2-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DISEÑO GRÁFICO II;1;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;86;84;EN LINEA
2023-02-21;PROG1-I;Fac_InCa;INFORMATICA;PROGRAMACIÓN I;4;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;122;120;EN LINEA
2023-02-21;GDES-N;Fac_CiEmp;NEGOCIOS;GEOGRAFÍA Y DESTINOS TURÍSTICOS;2;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;43;42;EN LINEA
2023-02-21;GDES-N;Fac_CiEmp;NEGOCIOS;GEOGRAFÍA Y DESTINOS TURÍSTICOS;2;18:40-20:10;Ma-Jue;PRIMERA;DIFERIDA;43;1;EN LINEA
2023-02-21;REP3-H;Fac_CiSo;COMUNICACIONES;RELACIONES PÚBLICAS III;1;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;90;89;EN LINEA
2023-02-21;ADH2-T;Fac_CiEmp;NEGOCIOS;ADMINISTRACIÓN HOTELERA II;1;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;43;43;EN LINEA
2023-02-21;COSO-E;Fac_CiEmp;NEGOCIOS;CONTABILIDAD DE SOCIEDADES;1;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;54;53;EN LINEA
2023-02-21;ECTU-N;Fac_CiEmp;NEGOCIOS;ECOTURISMO;1;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;42;42;EN LINEA
2023-02-21;CAL3-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA IV;2;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;91;89;EN LINEA
2023-02-21;ORTI-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ORIENTACIÓN TÉCNICA DE INGENIERÍA;5;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;136;128;EN LINEA
2023-02-21;FIS2-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;FÍSICA II;2;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;46;43;EN LINEA
2023-02-21;DEIN-H;Fac_CiSo;PSICOLOGIA;DESARROLLO INDIVIDUAL;11;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;119;111;EN LINEA
2023-02-21;EXOE-H;Fac_CiSo;IDIOMAS;EXPRESIÓN ORAL Y ESCRITA DEL ESPAÑOL;14;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;95;84;EN LINEA
2023-02-21;INF1-T;Fac_InCa;INFORMATICA;INFORMÁTICA GENERAL;1;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;20;18;EN LINEA
2023-02-21;MAT2-E;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA II;6;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;134;130;EN LINEA
2023-02-21;COA1-I;Fac_CiSo;IDIOMAS;COMPRENSIÓN AUDITIVA I;3;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;72;70;EN LINEA
2023-02-21;FIS3-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;FÍSICA III;2;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;111;108;EN LINEA
2023-02-21;HARE-I;Fac_InCa;INFORMATICA;HARDWARE DE REDES;2;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;20;19;EN LINEA
2023-02-21;MAC1-E;Fac_CiEmp;NEGOCIOS;MACROECONOMÍA I;1;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;33;32;EN LINEA
2023-02-21;PRD2-H;Fac_CiSo;IDIOMAS;PRÁCTICA DOCENTE II;1;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;68;67;EN LINEA
2023-02-21;ESA1-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;ESTABILIDAD Y ASISMICIDAD I;1;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;48;46;EN LINEA
2023-02-21;GRIP-I;Fac_CiSo;IDIOMAS;GRAMÁTICA INGLESA PRAGMÁTICA;1;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;48;46;EN LINEA
2023-02-21;TED2-V;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;TECNOLOGÍA DIGITAL II;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;PRIMERA;ORDINARIA;19;15;VIRTUAL
2023-02-21;EOA-V;Fac_CiSo;IDIOMAS;EXPRESIÓN ORAL AVANZADA;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;PRIMERA;ORDINARIA;16;16;VIRTUAL
2023-02-21;DEIN-V;Fac_CiSo;PSICOLOGIA;DESARROLLO INDIVIDUAL;3;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;PRIMERA;ORDINARIA;113;106;VIRTUAL
2023-02-21;DIAN-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DISEÑO DE ANIMACIÓN;1;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;56;53;EN LINEA
2023-02-21;ING2-V;Fac_CiSo;IDIOMAS;INGLÉS II;3;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;PRIMERA;ORDINARIA;76;69;VIRTUAL
2023-02-21;ING2-V;Fac_CiSo;IDIOMAS;INGLÉS II;2;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;PRIMERA;ORDINARIA;86;78;VIRTUAL
2023-02-21;DIPC-V;Fac_CiSo;IDIOMAS;DISEÑO E IMPLEMENTACIÓN DE PLANES DE CLASES;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;PRIMERA;ORDINARIA;31;30;VIRTUAL
2023-02-21;AUIN-V;Fac_CiEmp;NEGOCIOS;AUDITORÍA INTERNA;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;PRIMERA;ORDINARIA;23;23;VIRTUAL
2023-02-21;OPFA-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;OPERAC. DE FABRICACIÓN;1;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;77;74;EN LINEA
2023-02-21;DIBA-V;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DIBUJO APLICADO;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;PRIMERA;ORDINARIA;70;62;VIRTUAL
2023-02-21;OPFA-V;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;OPERACIONES DE FABRICACIÓN;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;PRIMERA;ORDINARIA;75;73;VIRTUAL
2023-02-21;ESCN-I;Fac_CiSo;IDIOMAS;ESTUDIO SOBRE LA CULTURA NORTEAMERICANA;2;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;44;42;EN LINEA
2023-02-21;ARAR-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;ARTES GRÁFICAS I;2;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;39;31;EN LINEA
2023-02-21;EPRO-AC;Fac_CiSo;ANTROPOLOGIA;ÉTICA;9;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;128;118;EN LINEA
2023-02-21;ETS3-T;Fac_InCa;INFORMATICA;DESARROLLO DE REDES DE DATOS III;1;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;39;38;EN LINEA
2023-02-21;DEIN-V;Fac_CiSo;PSICOLOGIA;DESARROLLO INDIVIDUAL;4;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;PRIMERA;ORDINARIA;107;98;VIRTUAL
2023-02-21;DEIN-V;Fac_CiSo;PSICOLOGIA;DESARROLLO INDIVIDUAL;2;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;PRIMERA;ORDINARIA;115;108;VIRTUAL
2023-02-21;GEV2-V;Fac_CiEmp;NEGOCIOS;GERENCIA DE VENTAS II;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;PRIMERA;ORDINARIA;37;34;VIRTUAL
2023-02-21;MESE-V;Fac_CiEmp;NEGOCIOS;MERCADOTECNIA DE SERVICIOS;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;PRIMERA;ORDINARIA;31;28;VIRTUAL
2023-02-21;TICO-N;Fac_InCa;INFORMATICA;TECNOLOGÍA DE LA INFORMACIÓN EN LAS COMUNICACIONES;1;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;27;26;EN LINEA
2023-02-21;ADCC-I;Fac_InCa;INFORMATICA;ADMÓN. DE CENTROS DE CÓMPUTO;1;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;95;93;EN LINEA
2023-02-21;AUDS-V;Fac_InCa;INFORMATICA;AUDITORÍA DE SISTEMAS;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;PRIMERA;ORDINARIA;14;13;VIRTUAL
2023-02-21;AUDS-E;Fac_InCa;INFORMATICA;AUDITORÍA DE SISTEMAS;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;PRIMERA;ORDINARIA;4;4;VIRTUAL
2023-02-21;FEPS-I;Fac_InCa;INFORMATICA;FORMULACIÓN Y EVALUACIÓN DE PROYECTOS;2;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;63;61;EN LINEA
2023-02-21;ECOE-E;Fac_CiEmp;NEGOCIOS;ECONOMÍA EMPRESARIAL;3;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;107;104;EN LINEA
2023-02-21;TECG-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;TEORÍA DE LA COMUNICACIÓN GRÁFICA;2;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;22;19;EN LINEA
2023-02-21;DEIN-H;Fac_CiSo;PSICOLOGIA;DESARROLLO INDIVIDUAL;5;08:00-09:30;Ma-Jue;PRIMERA;ORDINARIA;45;42;PRESENCIAL
2023-02-21;DEA2-D;Fac_Der;DERECHO;DERECHO ADMINISTRATIVO II;2;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;118;109;EN LINEA
2023-02-21;CDEC-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;COSTOS INDUSTRIALES;1;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;88;84;EN LINEA
2023-02-21;ARCO-E;Fac_InCa;INFORMATICA;ARQUITECTURA DE COMPUTADORAS;2;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;23;22;EN LINEA
2023-02-21;TPR2-N;Fac_InCa;INFORMATICA;TÉCNICAS DE PROGRAMACIÓN II;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;PRIMERA;ORDINARIA;6;5;VIRTUAL
2023-02-21;TPR2-V;Fac_InCa;INFORMATICA;TÉCNICAS DE PROGRAMACIÓN II;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;PRIMERA;ORDINARIA;15;9;VIRTUAL
2023-02-21;RED1-V;Fac_InCa;INFORMATICA;REDES I;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;PRIMERA;ORDINARIA;47;43;VIRTUAL
2023-02-21;IED-V;Fac_Der;DERECHO;INTRODUCCIÓN AL ESTUDIO DEL DERECHO I;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;PRIMERA;ORDINARIA;135;121;VIRTUAL
2023-02-21;MMPE-V;Fac_CiSo;IDIOMAS;MÉTODOS Y TÉCNICAS PARA LA ENSEÑANZA DEL INGLÉS;1;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;PRIMERA;ORDINARIA;21;15;VIRTUAL
2023-02-21;DALA-D;Fac_Der;DERECHO;DERECHO AMBIENTAL;2;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;77;75;EN LINEA
2023-02-21;TED3-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;TECNOLOGÍA DIGITAL III;3;18:40-20:10;Ma-Jue;PRIMERA;ORDINARIA;56;44;EN LINEA
2023-02-21;DIBA-V;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DIBUJO APLICADO;2;00:00-23:59;Lu-Ma-Mie-Jue-Vie-Sab-Dom;PRIMERA;ORDINARIA;31;26;VIRTUAL
