fecha;codigo;facultad;area;materia;seccion;horario;dias;inscritos;asistencia;modalidad;inasistencia
FEBRERO 2023;FITRI-D;Fac_Der;DERECHO;FINANZAS PÚBLICAS Y LEYES TRIBUTARIAS;2;mañana;Dom;33;24;EN LINEA;9
FEBRERO 2023;EPRO-AC;Fac_CiSo;ANTROPOLOGIA;ÉTICA;14;mañana;Dom;128;106;EN LINEA;22
FEBRERO 2023;RED1-E;Fac_InCa;INFORMATICA;REDES DE DATOS I;4;mañana;Dom;16;14;PRESENCIAL;2
FEBRERO 2023;APR1-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ADMINISTRACIÓN DE LA PRODUCCIÓN I;2;mañana;Dom;90;78;EN LINEA;12
FEBRERO 2023;FEPI-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;FORMULACIÓN Y EVALUACIÓN DE PROYECTOS;2;mañana;Dom;73;62;EN LINEA;11
FEBRERO 2023;MATF-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA FINANCIERA;7;mañana;Dom;58;45;EN LINEA;13
FEBRERO 2023;PUB1-H;Fac_CiSo;COMUNICACIONES;PUBLICIDAD I;5;mañana;Dom;20;18;EN LINEA;2
FEBRERO 2023;REA1-A;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;27;mañana;Dom;25;22;EN LINEA;3
FEBRERO 2023;CDLA-E;Fac_Der;DERECHO;ESTUDIO DE LA CONSTITUCIÓN;11;mañana;Dom;35;29;EN LINEA;6
FEBRERO 2023;MODE-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MODELOS DE DECISIÓN;2;mañana;Dom;61;49;EN LINEA;12
FEBRERO 2023;AUD3-E;Fac_CiEmp;NEGOCIOS;AUDITORÍA III;1;mañana;Dom;68;63;EN LINEA;5
FEBRERO 2023;BAS1-I;Fac_InCa;INFORMATICA;BASES DE DATOS I;4;mañana;Dom;27;26;EN LINEA;1
FEBRERO 2023;ESTE-E;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ESTADÍSTICA;5;mañana;Dom;28;22;EN LINEA;6
FEBRERO 2023;DSIW1-T;Fac_InCa;INFORMATICA;DESARROLLO DE SISTEMAS INFORMÁTICOS WEB I;1;mañana;Dom;41;34;EN LINEA;7
FEBRERO 2023;DPWEB-I;Fac_InCa;INFORMATICA;DESARROLLO DE LA PLATAFORMA WEB;2;mañana;Dom;19;15;PRESENCIAL;4
FEBRERO 2023;AYDS-I;Fac_InCa;INFORMATICA;LENGUAJE UNIFICADO MODELADO (UML);3;mañana;Dom;34;34;EN LINEA;0
FEBRERO 2023;DII3-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DISEÑO DE INTERFACES III;1;mañana;Dom;57;53;EN LINEA;4
FEBRERO 2023;EXOE-H;Fac_CiSo;IDIOMAS;EXPRESIÓN ORAL Y ESCRITA DEL ESPAÑOL;17;mañana;Dom;113;101;EN LINEA;12
FEBRERO 2023;FIS3-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;FÍSICA III;3;mañana;Dom;100;79;EN LINEA;21
FEBRERO 2023;FEPI-DG;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;DESARROLLO DE PROYECTOS;1;mañana;Dom;42;40;EN LINEA;2
FEBRERO 2023;PRA2-T;Fac_CiEmp;NEGOCIOS;PRÁCTICAS II;1;mañana;Dom;34;31;EN LINEA;3
FEBRERO 2023;STCD-H;Fac_Der;DERECHO;SEMINARIO TALLER DE COMPETENCIAS;3;mañana;Dom;32;27;EN LINEA;5
FEBRERO 2023;FOTO-H;Fac_CiSo;COMUNICACIONES;FOTOGRAFÍA;1;mañana;Lu-Vie;31;27;PRESENCIAL;4
FEBRERO 2023;ETI2-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MANEJO DE MATERIALES Y ADMINISTRACIÓN DE ALMACENES;1;mañana;Lu-Vie;91;70;EN LINEA;21
FEBRERO 2023;DEC3-D06;Fac_Der;DERECHO;DERECHO CIVIL III;1;mañana;Lu-Vie;73;58;EN LINEA;15
FEBRERO 2023;REA1-A;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;1;mañana;Lu-Vie;89;80;PRESENCIAL;9
FEBRERO 2023;INF1-I;Fac_InCa;INFORMATICA;INFORMÁTICA;2;mañana;Lu-Vie;39;30;EN LINEA;9
FEBRERO 2023;COAD-E;Fac_CiEmp;NEGOCIOS;CONSULTORÍA ADMINISTRATIVA;1;mañana;Lu-Vie;25;21;EN LINEA;4
FEBRERO 2023;ET1Q-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;NORMAS ISO (ET);1;mañana;Lu-Vie;85;51;EN LINEA;34
FEBRERO 2023;EXOE-H;Fac_CiSo;IDIOMAS;EXPRESIÓN ORAL Y ESCRITA DEL ESPAÑOL;2;mañana;Lu-Vie;75;64;PRESENCIAL;11
FEBRERO 2023;ING2-H;Fac_CiSo;IDIOMAS;INGLÉS II;1;mañana;Lu-Vie;129;77;EN LINEA;52
FEBRERO 2023;BAS2-I;Fac_InCa;INFORMATICA;BASE DE DATOS II;1;mañana;Lu-Vie;67;60;PRESENCIAL;7
FEBRERO 2023;II1-H;Fac_CiSo;IDIOMAS;INGLÉS INTERMEDIO I;1;mañana;Lu-Mie-Vie;21;11;EN LINEA;10
FEBRERO 2023;ESTE-E;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ESTADÍSTICA;1;mañana;Lu-Vie;117;107;EN LINEA;10
FEBRERO 2023;INI2-I;Fac_CiSo;IDIOMAS;INGLÉS PARA NEGOCIOS II;1;mañana;Lu-Mie-Vie;51;37;EN LINEA;14
FEBRERO 2023;PROG2-I;Fac_InCa;INFORMATICA;PROGRAMACIÓN II;1;mañana;Lu-Vie;67;57;EN LINEA;10
FEBRERO 2023;OPFAI-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;INGLÉS TÉCNICO I (OPERACIONES DE FABRICACIÓN);1;mañana;Lu-Mie-Vie;17;11;EN LINEA;6
FEBRERO 2023;PSD2-H;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA DEL DESARROLLO II;1;mañana;Lu-Vie;53;47;EN LINEA;6
FEBRERO 2023;MESO-E;Fac_CiEmp;NEGOCIOS;MERCADOTECNIA SOCIAL;1;mañana;Lu-Vie;45;40;EN LINEA;5
FEBRERO 2023;DIPA-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DISEÑO DE PÁGINAS WEB;1;mañana;Lu-Vie;48;43;EN LINEA;5
FEBRERO 2023;INI1-I;Fac_CiSo;IDIOMAS;INGLÉS PARA NEGOCIOS I;1;mañana;Lu-Mie-Vie;87;74;EN LINEA;13
FEBRERO 2023;INGC6-I;Fac_CiSo;IDIOMAS;INGLÉS PARA COMUNICACIONES VI;1;mañana;Lu-Mie-Vie;13;11;EN LINEA;2
FEBRERO 2023;MATE-E;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA I;3;mañana;Lu-Vie;64;56;EN LINEA;8
FEBRERO 2023;PRD1-H;Fac_CiSo;IDIOMAS;PRÁCTICA DOCENTE I;1;mañana;Lu-Vie;81;75;EN LINEA;6
FEBRERO 2023;COME-N;Fac_CiEmp;NEGOCIOS;COMERCIO ELECTRÓNICO;1;mañana;Lu-Vie;16;14;EN LINEA;2
FEBRERO 2023;DEP1-D;Fac_Der;DERECHO;DERECHO PENAL I;1;mañana;Lu-Vie;53;47;EN LINEA;6
FEBRERO 2023;IA3-H;Fac_CiSo;IDIOMAS;INGLÉS AVANZADO III;1;mañana;Lu-Mie-Vie;28;23;PRESENCIAL;5
FEBRERO 2023;DPJU-D;Fac_Der;DERECHO;DERECHO PENAL JUVENIL;1;mañana;Lu-Vie;65;53;EN LINEA;12
FEBRERO 2023;IA1-H;Fac_CiSo;IDIOMAS;INGLÉS AVANZADO I;1;mañana;Lu-Mie-Vie;47;46;PRESENCIAL;1
FEBRERO 2023;MATT-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA I;1;mañana;Lu-Vie;24;18;PRESENCIAL;6
FEBRERO 2023;EXOE-H;Fac_CiSo;IDIOMAS;EXPRESIÓN ORAL Y ESCRITA DEL ESPAÑOL;1;mañana;Lu-Vie;100;82;EN LINEA;18
FEBRERO 2023;COA1-I;Fac_CiSo;IDIOMAS;COMPRENSIÓN AUDITIVA I;1;mañana;Lu-Vie;39;30;EN LINEA;9
FEBRERO 2023;INI3-I;Fac_CiSo;IDIOMAS;INGLÉS PARA NEGOCIOS III;1;mañana;Lu-Mie-Vie;41;35;EN LINEA;6
FEBRERO 2023;MATE-E;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA I;1;mañana;Lu-Vie;31;25;PRESENCIAL;6
FEBRERO 2023;RIEI-H;Fac_CiSo;COMUNICACIONES;REPORTAJE INTERPRETATIVO E INVESTIGATIVO;1;mañana;Lu-Vie;64;49;EN LINEA;15
FEBRERO 2023;IB2-H;Fac_CiSo;IDIOMAS;INGLÉS BÁSICO II;1;mañana;Lu-Mie-Vie;58;41;EN LINEA;17
FEBRERO 2023;EPRO-AC;Fac_CiSo;ANTROPOLOGIA;ÉTICA;1;mañana;Lu-Vie;16;13;PRESENCIAL;3
FEBRERO 2023;ADIN-E;Fac_CiEmp;NEGOCIOS;ANÁLISIS DE INVERSIÓN;1;mañana;Lu-Vie;58;47;EN LINEA;11
FEBRERO 2023;INGC3-I;Fac_CiSo;IDIOMAS;INGLÉS PARA COMUNICACIONES III;1;mañana;Lu-Mie-Vie;14;12;EN LINEA;2
FEBRERO 2023;ET2Q-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;CONTROL ESTADÍSTICO DE LA CALIDAD (ETC2);1;mañana;Lu-Vie;45;32;EN LINEA;13
FEBRERO 2023;TEES-D;Fac_Der;DERECHO;TEORÍA DEL ESTADO;1;mañana;Lu-Vie;51;45;EN LINEA;6
FEBRERO 2023;INGC1-I;Fac_CiSo;IDIOMAS;INGLÉS PARA COMUNICACIONES I;1;mañana;Lu-Mie-Vie;25;16;EN LINEA;9
FEBRERO 2023;INI7-I;Fac_CiSo;IDIOMAS;INGLÉS PARA NEGOCIOS VII;1;mañana;Lu-Mie-Vie;27;19;EN LINEA;8
FEBRERO 2023;PSGO-P;Fac_CiSo;PSICOLOGIA;PSICOGERONTOLOGÍA;1;mañana;Lu-Vie;115;90;EN LINEA;25
FEBRERO 2023;INGC2-I;Fac_CiSo;IDIOMAS;INGLÉS PARA COMUNICACIONES II;1;mañana;Lu-Mie-Vie;15;7;EN LINEA;8
FEBRERO 2023;ADCO-E;Fac_CiEmp;NEGOCIOS;ADMINISTRACIÓN DE COMPRAS;1;mañana;Lu-Vie;44;41;EN LINEA;3
FEBRERO 2023;FOAR-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;FOTOGRAFÍA ARTÍSTICA;1;mañana;Lu-Vie;46;44;PRESENCIAL;2
FEBRERO 2023;PPS1-H;Fac_CiSo;PSICOLOGIA;PRÁCTICAS PSICOLÓGICAS I;1;mañana;Lu-Vie;33;29;EN LINEA;4
FEBRERO 2023;MEVI-H;Fac_CiSo;PSICOLOGIA;MÉTODO EVALUACIÓN INFANTIL;1;mañana;Lu-Vie;102;90;EN LINEA;12
FEBRERO 2023;INF1-I;Fac_InCa;INFORMATICA;INFORMÁTICA;1;mañana;Lu-Vie;87;74;PRESENCIAL;13
FEBRERO 2023;DEP2-D;Fac_Der;DERECHO;DERECHO PENAL II;1;mañana;Lu-Vie;91;71;EN LINEA;20
FEBRERO 2023;LPDF-D;Fac_Der;DERECHO;LEYES PROCESALES DE FAMILIA;1;mañana;Lu-Vie;26;20;EN LINEA;6
FEBRERO 2023;CYCOI-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;INGLÉS TÉCNICO III (CONTABILIDAD DE COSTOS);1;mañana;Lu-Mie-Vie;19;14;EN LINEA;5
FEBRERO 2023;ARHU-E;Fac_CiEmp;NEGOCIOS;ADMINISTRACIÓN DE RECURSOS HUMANOS;1;mañana;Lu-Vie;119;97;EN LINEA;22
FEBRERO 2023;II2-H;Fac_CiSo;IDIOMAS;INGLÉS INTERMEDIO II;1;mañana;Lu-Mie-Vie;43;35;EN LINEA;8
FEBRERO 2023;INI5-I;Fac_CiSo;IDIOMAS;INGLÉS PARA NEGOCIOS V;1;mañana;Lu-Mie-Vie;61;45;EN LINEA;16
FEBRERO 2023;PRAD-H;Fac_CiSo;COMUNICACIONES;PRODUCCIÓN EN RADIO;1;mañana;Lu-Vie;50;41;EN LINEA;9
FEBRERO 2023;RED2-E;Fac_InCa;INFORMATICA;REDES DE DATOS II;1;mañana;Lu-Vie;35;30;EN LINEA;5
FEBRERO 2023;MET2-E;Fac_InCa;INFORMATICA;MÉTODOS DE PROGRAMACIÓN II;1;mañana;Lu-Vie;38;32;EN LINEA;6
FEBRERO 2023;CDC1-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;CONTABILIDAD Y COSTOS;1;mañana;Lu-Vie;66;49;EN LINEA;17
FEBRERO 2023;CYP-D;Fac_Der;DERECHO;CRIMINOLOGÍA Y LEY PENITENCIARIA;1;mañana;Lu-Vie;46;40;EN LINEA;6
FEBRERO 2023;ETI3I-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;INGLÉS TÉCNICO VIII (GESTIÓN DEL TRANSPORTE);1;mañana;Lu-Mie-Vie;8;8;EN LINEA;0
FEBRERO 2023;TED3-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;TECNOLOGÍA DIGITAL III;1;mañana;Lu-Vie;59;48;EN LINEA;11
FEBRERO 2023;INGC7-I;Fac_CiSo;IDIOMAS;INGLÉS PARA COMUNICACIONES VII;1;mañana;Lu-Mie-Vie;20;12;EN LINEA;8
FEBRERO 2023;ING1-H;Fac_CiSo;IDIOMAS;INGLÉS I;1;mañana;Lu-Vie;49;45;PRESENCIAL;4
FEBRERO 2023;MAT1-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA I;1;mañana;Lu-Vie;80;76;PRESENCIAL;4
FEBRERO 2023;MAT2-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA II;1;mañana;Lu-Vie;67;54;EN LINEA;13
FEBRERO 2023;SIOP-T;Fac_InCa;INFORMATICA;INFORMÁTICA TÉCNICA;1;mañana;Lu-Vie;24;22;EN LINEA;2
FEBRERO 2023;TAI3-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;TALLER INTEGRAL III;1;mañana;Lu-Mie-Vie;22;19;PRESENCIAL;3
FEBRERO 2023;PSEM-H;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA EMPRESARIAL;1;mañana;Lu-Vie;72;63;EN LINEA;9
FEBRERO 2023;INGC8-I;Fac_CiSo;IDIOMAS;INGLÉS PARA COMUNICACIONES VIII;1;mañana;Lu-Mie-Vie;11;6;EN LINEA;5
FEBRERO 2023;ORTI-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ORIENTACIÓN TÉCNICA DE INGENIERÍA;7;mañana;Lu-Vie;89;77;PRESENCIAL;12
FEBRERO 2023;PSAPA-H;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA DEL APRENDIZAJE;1;mañana;Lu-Vie;36;35;PRESENCIAL;1
FEBRERO 2023;FIS1-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;FÍSICA I;2;mañana;Lu-Vie;68;66;PRESENCIAL;2
FEBRERO 2023;TED1-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;TECNOLOGÍA DIGITAL I;4;mañana;Lu-Vie;59;53;PRESENCIAL;6
FEBRERO 2023;DIBA-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;DIBUJO APLICADO;3;mañana;Lu-Vie;22;16;EN LINEA;6
FEBRERO 2023;PROG3-I;Fac_InCa;INFORMATICA;PROGRAMACIÓN III;1;mañana;Lu-Vie;43;31;EN LINEA;12
FEBRERO 2023;IB1-H;Fac_CiSo;IDIOMAS;INGLÉS BÁSICO I;2;mañana;Lu-Mie-Vie;73;68;PRESENCIAL;5
FEBRERO 2023;TED3-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;TECNOLOGÍA DIGITAL III;2;mañana;Lu-Vie;58;47;PRESENCIAL;11
FEBRERO 2023;ESCN-I;Fac_CiSo;IDIOMAS;ESTUDIO SOBRE LA CULTURA NORTEAMERICANA;1;mañana;Lu-Vie;54;52;PRESENCIAL;2
FEBRERO 2023;PSD2-H;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA DEL DESARROLLO II;2;mañana;Lu-Vie;87;85;PRESENCIAL;2
FEBRERO 2023;ORTI-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ORIENTACIÓN TÉCNICA DE INGENIERÍA;3;mañana;Lu-Vie;87;75;PRESENCIAL;12
FEBRERO 2023;IB1-H;Fac_CiSo;IDIOMAS;INGLÉS BÁSICO I;4;mañana;Lu-Mie-Vie;73;63;PRESENCIAL;10
FEBRERO 2023;MATE-E;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA I;4;mañana;Lu-Vie;50;38;PRESENCIAL;12
FEBRERO 2023;PRAR-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;PRESENTACIÓN ARQUITECTÓNICA;1;mañana;Lu-Vie;46;37;PRESENCIAL;9
FEBRERO 2023;DEIN-H;Fac_CiSo;PSICOLOGIA;DESARROLLO INDIVIDUAL;1;mañana;Lu-Vie;28;25;EN LINEA;3
FEBRERO 2023;EXOE-H;Fac_CiSo;IDIOMAS;EXPRESIÓN ORAL Y ESCRITA DEL ESPAÑOL;5;mañana;Lu-Vie;88;63;PRESENCIAL;25
FEBRERO 2023;INF1-I;Fac_InCa;INFORMATICA;INFORMÁTICA;5;mañana;Lu-Vie;69;51;EN LINEA;18
FEBRERO 2023;HARE-I;Fac_InCa;INFORMATICA;HARDWARE DE REDES;1;mañana;Lu-Vie;29;26;PRESENCIAL;3
FEBRERO 2023;MATF-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA FINANCIERA;2;mañana;Lu-Vie;76;53;EN LINEA;23
FEBRERO 2023;EPRO-AC;Fac_CiSo;ANTROPOLOGIA;ÉTICA;4;mañana;Lu-Vie;35;24;PRESENCIAL;11
FEBRERO 2023;ING1-H;Fac_CiSo;IDIOMAS;INGLÉS I;4;mañana;Lu-Vie;85;70;PRESENCIAL;15
FEBRERO 2023;DIPC-I;Fac_CiSo;IDIOMAS;DISEÑO E IMPLEMENTACIÓN DE PLANES DE CLASES;1;mañana;Lu-Vie;20;17;PRESENCIAL;3
FEBRERO 2023;II1-H;Fac_CiSo;IDIOMAS;INGLÉS INTERMEDIO I;2;mañana;Lu-Mie-Vie;54;45;EN LINEA;9
FEBRERO 2023;PSIG-H;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA GENERAL;8;mañana;Lu-Vie;89;75;PRESENCIAL;14
FEBRERO 2023;ARCO-E;Fac_InCa;INFORMATICA;ARQUITECTURA DE COMPUTADORAS;1;mañana;Lu-Vie;38;33;PRESENCIAL;5
FEBRERO 2023;INGC5-I;Fac_CiSo;IDIOMAS;INGLÉS PARA COMUNICACIONES V;1;mañana;Lu-Mie-Vie;23;22;EN LINEA;1
FEBRERO 2023;INT7-I;Fac_CiSo;IDIOMAS;INGLÉS PARA TURISMO VII;1;mañana;Lu-Mie-Vie;12;9;EN LINEA;3
FEBRERO 2023;BAS1-I;Fac_InCa;INFORMATICA;BASES DE DATOS I;2;mañana;Lu-Vie;49;44;PRESENCIAL;5
FEBRERO 2023;PSIG-H;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA GENERAL;2;mañana;Lu-Vie;87;79;PRESENCIAL;8
FEBRERO 2023;PRAC-E;Fac_CiEmp;NEGOCIOS;PRÁCTICA GERENCIAL;1;mañana;Lu-Vie;56;47;EN LINEA;9
FEBRERO 2023;INT3-I;Fac_CiSo;IDIOMAS;INGLÉS PARA NEGOCIOS III;1;mañana;Lu-Mie-Vie;14;10;EN LINEA;4
FEBRERO 2023;TAI1-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;TALLER INTEGRAL I;1;mañana;Lu-Mie-Vie;62;58;PRESENCIAL;4
FEBRERO 2023;ARAR-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;ARTES GRÁFICAS I;1;mañana;Lu-Vie;47;46;PRESENCIAL;1
FEBRERO 2023;INT5-I;Fac_CiSo;IDIOMAS;INGLÉS PARA TURISMO V;1;mañana;Lu-Mie-Vie;18;10;EN LINEA;8
FEBRERO 2023;MAT1-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA I;3;mañana;Lu-Vie;89;89;PRESENCIAL;0
FEBRERO 2023;INT2-I;Fac_CiSo;IDIOMAS;INGLÉS PARA NEGOCIOS II;1;mañana;Lu-Mie-Vie;21;11;EN LINEA;10
FEBRERO 2023;TAI7-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;TALLER INTEGRAL VII;1;mañana;Lu-Mie-Vie;32;24;EN LINEA;8
FEBRERO 2023;FOPU-H;Fac_CiSo;COMUNICACIONES;FOTOGRAFÍA PUBLICITARIA;1;mañana;Lu-Vie;67;63;PRESENCIAL;4
FEBRERO 2023;TED1-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;TECNOLOGÍA DIGITAL I;2;mañana;Lu-Vie;49;46;PRESENCIAL;3
FEBRERO 2023;INT1-I;Fac_CiSo;IDIOMAS;INGLÉS PARA NEGOCIOS I;1;mañana;Lu-Mie-Vie;60;48;EN LINEA;12
FEBRERO 2023;IB1-H;Fac_CiSo;IDIOMAS;INGLÉS BÁSICO I;1;mañana;Lu-Mie-Vie;52;40;PRESENCIAL;12
FEBRERO 2023;EBAS-T;Fac_InCa;INFORMATICA;ELECTRICIDAD BÁSICA;1;mañana;Lu-Vie;26;24;PRESENCIAL;2
FEBRERO 2023;MAT2-E;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA II;3;mañana;Lu-Vie;21;18;PRESENCIAL;3
FEBRERO 2023;DEIN-H;Fac_CiSo;PSICOLOGIA;DESARROLLO INDIVIDUAL;6;mañana;Lu-Vie;98;86;EN LINEA;12
FEBRERO 2023;INF1-I;Fac_InCa;INFORMATICA;INFORMÁTICA;8;mañana;Lu-Vie;30;24;EN LINEA;6
FEBRERO 2023;PPT1-H;Fac_CiSo;PSICOLOGIA;PSICO-PATOLOGÍA I;1;mañana;Lu-Vie;31;22;EN LINEA;9
FEBRERO 2023;II1-H;Fac_CiSo;IDIOMAS;INGLÉS INTERMEDIO I;3;mañana;Lu-Mie-Vie;66;62;PRESENCIAL;4
FEBRERO 2023;NEUP-H;Fac_CiSo;PSICOLOGIA;NEURO PSICOLOGÍA;1;mañana;Lu-Vie;34;26;PRESENCIAL;8
FEBRERO 2023;PROG1-I;Fac_InCa;INFORMATICA;PROGRAMACIÓN I;3;mañana;Lu-Vie;67;61;PRESENCIAL;6
FEBRERO 2023;DEIN-H;Fac_CiSo;PSICOLOGIA;DESARROLLO INDIVIDUAL;4;mañana;Lu-Vie;33;25;PRESENCIAL;8
FEBRERO 2023;ALG1-E;Fac_InCa;INFORMATICA;ALGORITMOS I;7;mañana;Lu-Vie;67;57;PRESENCIAL;10
FEBRERO 2023;REA1-A;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;6;mañana;Lu-Vie;87;85;PRESENCIAL;2
FEBRERO 2023;REA1-A;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;5;mañana;Lu-Vie;98;88;PRESENCIAL;10
FEBRERO 2023;DINA-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DIBUJO NATURAL;1;mañana;Lu-Vie;49;45;PRESENCIAL;4
FEBRERO 2023;REA1-A;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;17;mañana;Lu-Vie;89;86;PRESENCIAL;3
FEBRERO 2023;BIOG-H;Fac_CiSo;PSICOLOGIA;BIOLOGÍA GENERAL;3;mañana;Lu-Vie;89;80;PRESENCIAL;9
FEBRERO 2023;DIBT-I;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DIBUJO TÉCNICO;8;mañana;Lu-Vie;29;23;PRESENCIAL;6
FEBRERO 2023;STCB-H;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;SEMINARIO TALLER DE COMPETENCIAS;3;mañana;Lu-Vie;88;82;PRESENCIAL;6
FEBRERO 2023;ALG1-E;Fac_InCa;INFORMATICA;ALGORITMOS I;3;mañana;Lu-Vie;88;85;PRESENCIAL;3
FEBRERO 2023;PROE-I;Fac_InCa;INFORMATICA;PROGRAMACIÓN ORIENTADA A OBJETOS;1;mañana;Lu-Vie;55;40;PRESENCIAL;15
FEBRERO 2023;EPRO-AC;Fac_CiSo;ANTROPOLOGIA;ÉTICA;5;mañana;Lu-Vie;77;69;PRESENCIAL;8
FEBRERO 2023;BIOG-H;Fac_CiSo;PSICOLOGIA;BIOLOGÍA GENERAL;4;mañana;Lu-Vie;46;35;PRESENCIAL;11
FEBRERO 2023;TED2-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;TECNOLOGÍA DIGITAL II;1;mañana;Lu-Vie;37;35;PRESENCIAL;2
FEBRERO 2023;TECG-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;TEORÍA DE LA COMUNICACIÓN GRÁFICA;1;mañana;Lu-Vie;35;31;PRESENCIAL;4
FEBRERO 2023;DIBT-I;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DIBUJO TÉCNICO;2;mañana;Lu-Vie;36;28;PRESENCIAL;8
FEBRERO 2023;PRIPU-D;Fac_Der;DERECHO;DERECHO INTERNACIONAL PÚBLICO Y PRIVADO;1;mañana;Lu-Vie;74;64;EN LINEA;10
FEBRERO 2023;REA1-A;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;19;mañana;Lu-Vie;89;89;PRESENCIAL;0
FEBRERO 2023;EXOE-H;Fac_CiSo;IDIOMAS;EXPRESIÓN ORAL Y ESCRITA DEL ESPAÑOL;7;mañana;Lu-Vie;89;84;PRESENCIAL;5
FEBRERO 2023;REA1-A;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;23;tarde;Lu-Vie;26;23;EN LINEA;3
FEBRERO 2023;DEIN-H;Fac_CiSo;PSICOLOGIA;DESARROLLO INDIVIDUAL;8;tarde;Lu-Vie;72;64;EN LINEA;8
