fecha;codigo;facultad;area;materia;seccion;horario;dias;inscritos;asistencia;modalidad;inasistencia
ENERO 2023;NECL-P;Fac_CiSo;PSICOLOGIA;NEUROPSICOLOGÍA CLÍNICA;2;mañana;Ma-Jue;25;22;PRESENCIAL;3
ENERO 2023;STCC-H;Fac_CiSo;IDIOMAS;SEMINARIO TALLER DE COMPETENCIAS;3;mañana;Ma-Jue;87;83;PRESENCIAL;4
ENERO 2023;EXOE-H;Fac_CiSo;IDIOMAS;EXPRESIÓN ORAL Y ESCRITA DEL ESPAÑOL;8;mañana;Ma-Jue;92;86;PRESENCIAL;6
ENERO 2023;FILO-H;Fac_CiSo;ANTROPOLOGIA;FILOSOFÍA;6;mañana;Ma-Jue;41;37;PRESENCIAL;4
ENERO 2023;DINA-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DIBUJO NATURAL;2;mañana;Ma-Jue;50;47;PRESENCIAL;3
ENERO 2023;CDC1-E;Fac_CiEmp;NEGOCIOS;CONTABILIDAD DE COSTOS I;3;mañana;Ma-Jue;25;24;PRESENCIAL;1
ENERO 2023;SIOP-T;Fac_InCa;INFORMATICA;INFORMÁTICA TÉCNICA;2;mañana;Ma-Jue;26;22;PRESENCIAL;4
ENERO 2023;INF1-I;Fac_InCa;INFORMATICA;INFORMÁTICA;6;mañana;Ma-Jue;87;85;PRESENCIAL;2
ENERO 2023;GRAS-H;Fac_CiSo;IDIOMAS;GRAMÁTICA SUPERIOR;1;mañana;Ma-Jue;52;52;PRESENCIAL;0
ENERO 2023;DII1-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DISEÑO DE INTERFACES I;1;mañana;Ma-Jue;51;49;PRESENCIAL;2
ENERO 2023;INF1-I;Fac_InCa;INFORMATICA;INFORMÁTICA;16;mañana;Ma-Jue;67;51;PRESENCIAL;16
ENERO 2023;MYTI-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;METODOLOGÍA Y TÉCNICAS DE LA INVESTIGACIÓN;5;mañana;Ma-Jue;44;32;PRESENCIAL;12
ENERO 2023;TEEV-H;Fac_CiSo;IDIOMAS;TÉCNICAS DE EVALUACIÓN;1;mañana;Ma-Jue;57;57;PRESENCIAL;0
ENERO 2023;DEIN-H;Fac_CiSo;PSICOLOGIA;DESARROLLO INDIVIDUAL;7;mañana;Ma-Jue;17;16;PRESENCIAL;1
ENERO 2023;REA1-A;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;4;mañana;Ma-Jue;87;83;PRESENCIAL;4
ENERO 2023;DIBT-I;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DIBUJO TÉCNICO;3;mañana;Ma-Jue;47;45;PRESENCIAL;2
ENERO 2023;EXOE-H;Fac_CiSo;IDIOMAS;EXPRESIÓN ORAL Y ESCRITA DEL ESPAÑOL;18;mañana;Ma-Jue;43;32;PRESENCIAL;11
ENERO 2023;STCC-H;Fac_CiSo;IDIOMAS;SEMINARIO TALLER DE COMPETENCIAS;9;mañana;Ma-Jue;87;85;PRESENCIAL;2
ENERO 2023;MYTI-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;METODOLOGÍA Y TÉCNICAS DE LA INVESTIGACIÓN;2;mañana;Ma-Jue;78;66;PRESENCIAL;12
ENERO 2023;MAT1-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA I;9;mañana;Ma-Jue;89;74;PRESENCIAL;15
ENERO 2023;PSIG-H;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA GENERAL;3;mañana;Ma-Jue;88;82;PRESENCIAL;6
ENERO 2023;ING1-H;Fac_CiSo;IDIOMAS;INGLÉS I;6;mañana;Ma-Jue;82;70;PRESENCIAL;12
ENERO 2023;MAT1-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA I;4;mañana;Ma-Jue;89;85;PRESENCIAL;4
ENERO 2023;RRD-I;Fac_InCa;INFORMATICA;RESPALDO Y RECUPERACIÓN DE DATOS;1;tarde;Ma-Jue;2;1;EN LINEA;1
ENERO 2023;MATF-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA FINANCIERA;3;tarde;Ma-Jue;99;91;EN LINEA;8
ENERO 2023;DEM1N-D;Fac_Der;DERECHO;DERECHO MERCANTIL I;1;tarde;Ma-Jue;127;115;EN LINEA;12
ENERO 2023;EI-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ESTADÍSTICA Y PROBABILIDADES;2;tarde;Ma-Jue;83;66;EN LINEA;17
ENERO 2023;MAT1-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA I;5;tarde;Ma-Jue;129;112;EN LINEA;17
ENERO 2023;MAT2-E;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA II;5;tarde;Ma-Jue;140;106;EN LINEA;34
ENERO 2023;MEPU-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;MEDIOS PUBLICITARIOS GRÁFICOS;2;tarde;Ma-Jue;87;73;EN LINEA;14
ENERO 2023;ADPRO-E;Fac_CiEmp;NEGOCIOS;ADMÓN. DE LA PRODUCCIÓN;1;tarde;Ma-Jue;64;60;EN LINEA;4
ENERO 2023;ARAR2-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;ARTES GRÁFICAS II;2;tarde;Ma-Jue;65;56;EN LINEA;9
ENERO 2023;DINA-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DIBUJO NATURAL;3;tarde;Ma-Jue;86;70;EN LINEA;16
ENERO 2023;REA1-A;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;8;tarde;Ma-Jue;29;25;PRESENCIAL;4
ENERO 2023;EMST-T;Fac_CiEmp;NEGOCIOS;EMPRESAS DE SERVICIOS TURÍSTICOS;2;tarde;Ma-Jue;22;20;EN LINEA;2
ENERO 2023;EPRO-AC;Fac_CiSo;ANTROPOLOGIA;ÉTICA;7;tarde;Ma-Jue;129;117;EN LINEA;12
ENERO 2023;DEL2-D;Fac_Der;DERECHO;DERECHO LABORAL II;1;tarde;Ma-Jue;54;39;EN LINEA;15
ENERO 2023;COF1-E;Fac_CiEmp;NEGOCIOS;CONTABILIDAD FINANCIERA I;4;tarde;Ma-Jue;92;77;EN LINEA;15
ENERO 2023;REP1-H;Fac_CiSo;COMUNICACIONES;RELACIONES PÚBLICAS I;3;tarde;Ma-Jue;37;29;EN LINEA;8
ENERO 2023;DEME-D;Fac_Der;DERECHO;DERECHO MERCANTIL;2;tarde;Ma-Jue;72;54;EN LINEA;18
ENERO 2023;PSO2-H;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA ORGANIZACIONAL II;1;tarde;Ma-Jue;75;66;EN LINEA;9
ENERO 2023;PSEM-H;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA EMPRESARIAL;3;tarde;Ma-Jue;46;44;EN LINEA;2
ENERO 2023;OCOM-I;Fac_InCa;INFORMATICA;ORGANIZACIÓN DE LAS COMPUTADORAS;3;tarde;Ma-Jue;49;49;EN LINEA;0
ENERO 2023;ETS4-T;Fac_InCa;INFORMATICA;DESARROLLO DE REDES DE DATOS IV;1;tarde;Ma-Jue;45;38;EN LINEA;7
ENERO 2023;LCI2-H;Fac_CiSo;IDIOMAS;LECTURA Y CONVERSACIÓN EN INGLÉS II;2;tarde;Ma-Jue;43;43;EN LINEA;0
ENERO 2023;EXOE-H;Fac_CiSo;IDIOMAS;EXPRESIÓN ORAL Y ESCRITA DEL ESPAÑOL;12;tarde;Ma-Jue;128;110;EN LINEA;18
ENERO 2023;TOP1-I;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;TOPOGRAFÍA I;1;tarde;Ma-Jue;49;41;EN LINEA;8
ENERO 2023;FOAR-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;FOTOGRAFÍA ARTÍSTICA;2;tarde;Ma-Jue;43;40;EN LINEA;3
ENERO 2023;TCOM-H;Fac_CiSo;COMUNICACIONES;TEORÍA DE LA COMUNICACIÓN;4;tarde;Ma-Jue;38;33;EN LINEA;5
ENERO 2023;ING1-H;Fac_CiSo;IDIOMAS;INGLÉS I;9;tarde;Ma-Jue;16;14;PRESENCIAL;2
ENERO 2023;DIBT-I;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DIBUJO TÉCNICO;4;tarde;Ma-Jue;110;83;EN LINEA;27
ENERO 2023;DEREN-D;Fac_Der;DERECHO;DERECHO REGISTRAL;1;tarde;Ma-Jue;59;42;EN LINEA;17
ENERO 2023;HISI-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ADMÓN. DE LA HIGIENE Y SEGURIDAD INDUSTRIAL;1;tarde;Ma-Jue;134;94;EN LINEA;40
ENERO 2023;PUB1-H;Fac_CiSo;COMUNICACIONES;PUBLICIDAD I;3;tarde;Ma-Jue;79;72;EN LINEA;7
ENERO 2023;MAT3-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA III;3;tarde;Ma-Jue;111;96;EN LINEA;15
ENERO 2023;MATT-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA I;2;tarde;Ma-Jue;65;57;EN LINEA;8
ENERO 2023;COME-E;Fac_CiSo;COMUNICACIONES;COMUNICACIÓN EMPRESARIAL;1;tarde;Ma-Jue;63;55;EN LINEA;8
ENERO 2023;AYDS-I;Fac_InCa;INFORMATICA;LENGUAJE UNIFICADO MODELADO (UML);2;tarde;Ma-Jue;97;80;EN LINEA;17
ENERO 2023;INME-E;Fac_CiEmp;NEGOCIOS;INVESTIGACIÓN DE MERCADO;2;tarde;Ma-Jue;47;38;EN LINEA;9
ENERO 2023;ESA3-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;ESTABILIDAD Y ASISMICIDAD III;1;tarde;Ma-Jue;59;33;EN LINEA;26
ENERO 2023;EBAS-T;Fac_InCa;INFORMATICA;ELECTRICIDAD BÁSICA;2;tarde;Ma-Jue;23;20;EN LINEA;3
ENERO 2023;COF1-B;Fac_CiEmp;NEGOCIOS;CONTABILIDAD FINANCIERA I;2;tarde;Ma-Jue;32;26;EN LINEA;6
ENERO 2023;STCB-H;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;SEMINARIO TALLER DE COMPETENCIAS;6;tarde;Ma-Jue;63;49;EN LINEA;14
ENERO 2023;ADM2-E;Fac_CiEmp;NEGOCIOS;ADMINISTRACIÓN II;4;tarde;Ma-Jue;72;65;EN LINEA;7
ENERO 2023;PSICO-H;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA COMUNITARIA;2;tarde;Ma-Jue;126;112;EN LINEA;14
ENERO 2023;CDLA-E;Fac_Der;DERECHO;ESTUDIO DE LA CONSTITUCIÓN;7;tarde;Ma-Jue;62;56;EN LINEA;6
ENERO 2023;TCMD-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;TALLER DE CREATIVIDAD Y MÉTODOS DE DISEÑO;1;tarde;Ma-Jue;43;38;EN LINEA;5
ENERO 2023;IEHT-I;Fac_CiSo;IDIOMAS;INGLÉS ESPECIALIZADO EN HOTELERÍA Y TURISMO;1;tarde;Ma-Jue;106;100;EN LINEA;6
ENERO 2023;PPT1-H;Fac_CiSo;PSICOLOGIA;PSICO-PATOLOGÍA I;2;tarde;Ma-Jue;65;58;EN LINEA;7
ENERO 2023;ESTE-E;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ESTADÍSTICA;2;tarde;Ma-Jue;128;102;EN LINEA;26
ENERO 2023;RED1-E;Fac_InCa;INFORMATICA;REDES DE DATOS I;1;tarde;Ma-Jue;35;31;EN LINEA;4
ENERO 2023;INF1-I;Fac_InCa;INFORMATICA;INFORMÁTICA;11;tarde;Ma-Jue;128;111;EN LINEA;17
ENERO 2023;PSAPA-H;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA DEL APRENDIZAJE;2;tarde;Ma-Jue;120;107;EN LINEA;13
ENERO 2023;PREP-E;Fac_CiEmp;NEGOCIOS;PRESUPUESTO DE LA EMPRESA PRIVADA;2;tarde;Ma-Jue;54;45;EN LINEA;9
ENERO 2023;MYTI-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;METODOLOGÍA Y TÉCNICAS DE LA INVESTIGACIÓN;3;tarde;Ma-Jue;79;66;EN LINEA;13
ENERO 2023;ING2-H;Fac_CiSo;IDIOMAS;INGLÉS II;5;tarde;Ma-Jue;14;11;PRESENCIAL;3
ENERO 2023;ADM1-E;Fac_CiEmp;NEGOCIOS;ADMINISTRACIÓN I;8;tarde;Ma-Jue;61;55;EN LINEA;6
ENERO 2023;PAV2-T;Fac_CiEmp;NEGOCIOS;PLANIFICACIÓN DE AGENCIAS DE VIAJES II;1;tarde;Ma-Jue;50;34;EN LINEA;16
ENERO 2023;GAST-T;Fac_CiEmp;NEGOCIOS;GASTRONOMÍA TURÍSTICA;1;tarde;Ma-Jue;26;24;EN LINEA;2
ENERO 2023;PSOI-H;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA ORGANIZACIONAL I;2;tarde;Ma-Jue;82;76;EN LINEA;6
ENERO 2023;DEME-D;Fac_Der;DERECHO;DERECHO MERCANTIL;6;tarde;Ma-Jue;25;18;EN LINEA;7
ENERO 2023;PAV1-T;Fac_CiEmp;NEGOCIOS;PLANEACIÓN AGENCIA DE VIAJES I;1;tarde;Ma-Jue;62;52;EN LINEA;10
ENERO 2023;SEIM-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;SEMIÓTICA DE LA IMAGEN;1;tarde;Ma-Jue;31;25;EN LINEA;6
ENERO 2023;FILO-H;Fac_CiSo;ANTROPOLOGIA;FILOSOFÍA;8;tarde;Ma-Jue;128;105;EN LINEA;23
ENERO 2023;ADEF-E;Fac_CiEmp;NEGOCIOS;ANÁLISIS DE ESTADOS FINANCIEROS;4;tarde;Ma-Jue;129;110;EN LINEA;19
ENERO 2023;DENO-D;Fac_Der;DERECHO;DERECHO NOTARIAL;2;tarde;Ma-Jue;80;58;EN LINEA;22
ENERO 2023;MERG-E;Fac_CiEmp;NEGOCIOS;MERCADOTECNIA GLOBAL;1;tarde;Ma-Jue;53;39;EN LINEA;14
ENERO 2023;MERCA-E;Fac_CiEmp;NEGOCIOS;MERCADO DE CAPITALES;1;tarde;Ma-Jue;128;114;EN LINEA;14
ENERO 2023;FILO-H;Fac_CiSo;ANTROPOLOGIA;FILOSOFÍA;10;tarde;Ma-Jue;129;110;EN LINEA;19
ENERO 2023;FOPU-H;Fac_CiSo;COMUNICACIONES;FOTOGRAFÍA PUBLICITARIA;3;tarde;Ma-Jue;29;25;EN LINEA;4
ENERO 2023;INF1-I;Fac_InCa;INFORMATICA;INFORMÁTICA;13;tarde;Ma-Jue;97;82;EN LINEA;15
ENERO 2023;MES1-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ESTÁTICA;1;tarde;Ma-Jue;52;41;EN LINEA;11
ENERO 2023;DEIN-H;Fac_CiSo;PSICOLOGIA;DESARROLLO INDIVIDUAL;11;tarde;Ma-Jue;119;100;EN LINEA;19
ENERO 2023;OPFA-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;OPERAC. DE FABRICACIÓN;1;tarde;Ma-Jue;77;54;EN LINEA;23
ENERO 2023;PED-H;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA EDUCATIVA;2;tarde;Ma-Jue;54;41;EN LINEA;13
ENERO 2023;FEPP-B;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;FORMULACIÓN Y EVALUACIÓN DE PROYECTOS;2;tarde;Ma-Jue;17;15;EN LINEA;2
ENERO 2023;PSD2-H;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA DEL DESARROLLO II;3;tarde;Ma-Jue;73;73;EN LINEA;0
ENERO 2023;PEST-H;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;PSICO-ESTADÍSTICA;2;tarde;Ma-Jue;90;80;EN LINEA;10
ENERO 2023;MYTI-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;METODOLOGÍA Y TÉCNICAS DE LA INVESTIGACIÓN;4;tarde;Ma-Jue;84;64;EN LINEA;20
ENERO 2023;ING1-H;Fac_CiSo;IDIOMAS;INGLÉS I;11;tarde;Ma-Jue;132;98;EN LINEA;34
ENERO 2023;MAC1-E;Fac_CiEmp;NEGOCIOS;MACROECONOMÍA I;1;tarde;Ma-Jue;33;26;EN LINEA;7
ENERO 2023;STCC-H;Fac_CiSo;IDIOMAS;SEMINARIO TALLER DE COMPETENCIAS;5;tarde;Ma-Jue;113;100;EN LINEA;13
ENERO 2023;PROO-H;Fac_CiSo;COMUNICACIONES;PROTOCOLO Y ORATORIA;2;tarde;Ma-Jue;31;24;EN LINEA;7
ENERO 2023;TED3-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;TECNOLOGÍA DIGITAL III;3;tarde;Ma-Jue;56;50;EN LINEA;6
ENERO 2023;TER3-T;Fac_InCa;INFORMATICA;TECNOLOGÍA CERTIFICADA EN REDES III;2;tarde;Ma-Jue;14;12;EN LINEA;2
ENERO 2023;ADCC-I;Fac_InCa;INFORMATICA;ADMÓN. DE CENTROS DE CÓMPUTO;1;tarde;Ma-Jue;95;83;EN LINEA;12
ENERO 2023;ORTI-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ORIENTACIÓN TÉCNICA DE INGENIERÍA;5;tarde;Ma-Jue;136;102;EN LINEA;34
ENERO 2023;ESSC-N;Fac_CiEmp;NEGOCIOS;ESTRATEGIA DEL SERVICIO AL CLIENTE;2;tarde;Ma-Jue;26;23;EN LINEA;3
ENERO 2023;DEA2-D;Fac_Der;DERECHO;DERECHO ADMINISTRATIVO II;2;tarde;Ma-Jue;118;94;EN LINEA;24
ENERO 2023;PSLA-H;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA LABORAL;1;tarde;Ma-Jue;67;60;EN LINEA;7
ENERO 2023;COAG-E;Fac_CiEmp;NEGOCIOS;CONTABILIDAD AGROPECUARIA;1;tarde;Ma-Jue;60;54;EN LINEA;6
ENERO 2023;LOCO-N;Fac_InCa;INFORMATICA;LÓGICA COMPUTACIONAL;1;tarde;Ma-Jue;22;14;EN LINEA;8
ENERO 2023;REP3-H;Fac_CiSo;COMUNICACIONES;RELACIONES PÚBLICAS III;1;tarde;Ma-Jue;91;81;EN LINEA;10
ENERO 2023;OCON-E;Fac_CiEmp;NEGOCIOS;ORGANIZACIÓN CONTABLE;1;tarde;Ma-Jue;72;61;EN LINEA;11
ENERO 2023;ADH2-T;Fac_CiEmp;NEGOCIOS;ADMINISTRACIÓN HOTELERA II;1;tarde;Ma-Jue;43;40;EN LINEA;3
ENERO 2023;GEV1-E;Fac_CiEmp;NEGOCIOS;GERENCIA DE VENTAS I;1;tarde;Ma-Jue;91;79;EN LINEA;12
ENERO 2023;DIG2-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DISEÑO GRÁFICO II;1;tarde;Ma-Jue;86;76;EN LINEA;10
ENERO 2023;AUIN-E;Fac_CiEmp;NEGOCIOS;AUDITORÍA INTERNA;1;tarde;Ma-Jue;35;29;EN LINEA;6
ENERO 2023;MAT2-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA II;4;tarde;Ma-Jue;116;105;EN LINEA;11
ENERO 2023;GCYA-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;GESTIÓN DE COMPRA Y ABASTECIMIENTO;1;tarde;Ma-Jue;88;76;EN LINEA;12
ENERO 2023;FIS2-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;FÍSICA II;2;tarde;Ma-Jue;46;35;EN LINEA;11
ENERO 2023;DALA-D;Fac_Der;DERECHO;DERECHO AMBIENTAL;2;tarde;Ma-Jue;77;55;EN LINEA;22
ENERO 2023;TECG-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;TEORÍA DE LA COMUNICACIÓN GRÁFICA;2;tarde;Ma-Jue;22;20;EN LINEA;2
ENERO 2023;TPDA-H;Fac_CiSo;PSICOLOGIA;TRATAMIENTO PSICOLÓGICO DEL ADULTO;1;tarde;Ma-Jue;87;71;EN LINEA;16
ENERO 2023;ECTU-I;Fac_CiEmp;IDIOMAS;ECOTURISMO;1;tarde;Ma-Jue;46;42;EN LINEA;4
ENERO 2023;COSO-E;Fac_CiEmp;NEGOCIOS;CONTABILIDAD DE SOCIEDADES;1;tarde;Ma-Jue;54;47;EN LINEA;7
ENERO 2023;AUGU-E;Fac_CiEmp;NEGOCIOS;AUDITORÍA GUBERNAMENTAL;1;tarde;Ma-Jue;85;75;EN LINEA;10
ENERO 2023;IACI-I;Fac_InCa;INFORMATICA;INTRODUCCIÓN AL ANÁLISIS DE CIRCUITOS;1;tarde;Ma-Jue;44;38;EN LINEA;6
ENERO 2023;REA1-A;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;9;tarde;Ma-Jue;129;100;EN LINEA;29
ENERO 2023;ELE1-I;Fac_InCa;INFORMATICA;ELECTRÓNICA;1;tarde;Ma-Jue;53;33;EN LINEA;20
ENERO 2023;TICO-N;Fac_InCa;INFORMATICA;TECNOLOGÍA DE LA INFORMACIÓN EN LAS COMUNICACIONES;1;tarde;Ma-Jue;27;25;EN LINEA;2
ENERO 2023;SEMI-H;Fac_CiSo;COMUNICACIONES;SEMINARIO DE INVESTIGACIÓN;1;tarde;Ma-Jue;52;43;EN LINEA;9
ENERO 2023;COA1-I;Fac_CiSo;IDIOMAS;COMPRENSIÓN AUDITIVA I;3;tarde;Ma-Jue;72;70;EN LINEA;2
ENERO 2023;FIS3-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;FÍSICA III;2;tarde;Ma-Jue;111;88;EN LINEA;23
ENERO 2023;ETS3-T;Fac_InCa;INFORMATICA;DESARROLLO DE REDES DE DATOS III;1;tarde;Ma-Jue;39;29;EN LINEA;10
ENERO 2023;CDEC-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;COSTOS INDUSTRIALES;1;tarde;Ma-Jue;88;85;EN LINEA;3
ENERO 2023;COF2-E;Fac_CiEmp;NEGOCIOS;CONTABILIDAD FINANCIERA II;1;tarde;Ma-Jue;53;47;EN LINEA;6
ENERO 2023;ECTU-N;Fac_CiEmp;NEGOCIOS;ECOTURISMO;1;tarde;Ma-Jue;42;32;EN LINEA;10
ENERO 2023;PRAD-H;Fac_CiSo;COMUNICACIONES;PRODUCCIÓN EN RADIO;2;tarde;Ma-Jue;60;58;PRESENCIAL;2
ENERO 2023;LIN-H;Fac_CiSo;IDIOMAS;LINGÜÍSTICA;1;tarde;Ma-Jue;57;50;EN LINEA;7
ENERO 2023;ECOE-E;Fac_CiEmp;NEGOCIOS;ECONOMÍA EMPRESARIAL;3;tarde;Ma-Jue;107;98;EN LINEA;9
ENERO 2023;FEPS-I;Fac_InCa;INFORMATICA;FORMULACIÓN Y EVALUACIÓN DE PROYECTOS;2;tarde;Ma-Jue;63;44;EN LINEA;19
ENERO 2023;COI1-H;Fac_CiSo;IDIOMAS;COMPOSICIÓN INGLESA I;1;tarde;Ma-Jue;51;42;EN LINEA;9
ENERO 2023;TETU-T;Fac_CiEmp;NEGOCIOS;TEORÍA TURÍSTICA;3;tarde;Ma-Jue;31;26;EN LINEA;5
ENERO 2023;COF3-E;Fac_CiEmp;NEGOCIOS;CONTABILIDAD FINANCIERA III;1;tarde;Ma-Jue;98;86;EN LINEA;12
ENERO 2023;DIAN-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DISEÑO DE ANIMACIÓN;1;tarde;Ma-Jue;56;49;EN LINEA;7
ENERO 2023;ESCN-I;Fac_CiSo;IDIOMAS;ESTUDIO SOBRE LA CULTURA NORTEAMERICANA;2;tarde;Ma-Jue;44;36;EN LINEA;8
ENERO 2023;HIDI-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;HISTORIA DEL DISEÑO GRÁFICO;1;tarde;Ma-Jue;67;63;EN LINEA;4
ENERO 2023;SOCC-H;Fac_CiSo;ANTROPOLOGIA;SOCIOLOGÍA DE LA COMUNICACIÓN;2;tarde;Ma-Jue;50;38;EN LINEA;12
ENERO 2023;SIOP-I;Fac_InCa;INFORMATICA;SISTEMAS OPERATIVOS;2;tarde;Ma-Jue;49;40;EN LINEA;9
ENERO 2023;GDES-N;Fac_CiEmp;NEGOCIOS;GEOGRAFÍA Y DESTINOS TURÍSTICOS;2;tarde;Ma-Jue;43;34;EN LINEA;9
ENERO 2023;CAL3-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA IV;2;tarde;Ma-Jue;91;72;EN LINEA;19
ENERO 2023;ARCO-E;Fac_InCa;INFORMATICA;ARQUITECTURA DE COMPUTADORAS;2;tarde;Ma-Jue;23;21;EN LINEA;2
ENERO 2023;HARE-I;Fac_InCa;INFORMATICA;HARDWARE DE REDES;2;tarde;Ma-Jue;20;17;EN LINEA;3
ENERO 2023;PSEX-H;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA EXPERIMENTAL;2;tarde;Ma-Jue;91;77;EN LINEA;14
ENERO 2023;FEPP-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;FORMULACIÓN Y EVALUACIÓN DE PROYECTOS;3;tarde;Ma-Jue;51;44;EN LINEA;7
ENERO 2023;PDTV-H;Fac_CiSo;COMUNICACIONES;PRODUCCIÓN EN TELEVISIÓN;1;tarde;Ma-Jue;89;81;PRESENCIAL;8
ENERO 2023;MAT2-E;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA II;6;tarde;Ma-Jue;134;107;EN LINEA;27
ENERO 2023;PROG1-I;Fac_InCa;INFORMATICA;PROGRAMACIÓN I;4;tarde;Ma-Jue;122;98;EN LINEA;24
ENERO 2023;PRD2-H;Fac_CiSo;IDIOMAS;PRÁCTICA DOCENTE II;1;tarde;Ma-Jue;68;52;EN LINEA;16
ENERO 2023;APR1-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ADMINISTRACIÓN DE LA PRODUCCIÓN I;1;tarde;Ma-Jue;89;70;EN LINEA;19
ENERO 2023;EXOE-H;Fac_CiSo;IDIOMAS;EXPRESIÓN ORAL Y ESCRITA DEL ESPAÑOL;14;tarde;Ma-Jue;95;83;EN LINEA;12
ENERO 2023;PLAE-E;Fac_CiEmp;NEGOCIOS;PLANEACIÓN ESTRATÉGICA;3;tarde;Ma-Jue;91;75;EN LINEA;16
ENERO 2023;ARAR-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;ARTES GRÁFICAS I;2;tarde;Ma-Jue;39;33;EN LINEA;6
