IADOS;codigo;facultad;area;materia;seccion;horario;dias;inscritos;asistencia;modalidad
25/2/2023;PASO-H   ;Fac_CiSo;PSICOLOGIA;PATOLOGÍA SOCIAL;1;13:00-16:00;Sab;55;45;EN LINEA
25/2/2023;ADPI-I   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ADMINISTRACIÓN DE PROYECTOS;2;13:00-16:00;Sab;28;22;EN LINEA
25/2/2023;NECO-N   ;Fac_CiEmp;NEGOCIOS;NEGOCIACIONES COMERCIALES;1;13:00-16:00;Sab;31;19;EN LINEA
25/2/2023;ING2-H   ;Fac_CiSo;IDIOMAS;INGLÉS II;8;13:00-16:00;Sab;74;40;EN LINEA
25/2/2023;IEHT-I   ;Fac_CiSo;IDIOMAS;INGLÉS ESPECIALIZADO EN HOTELERÍA Y TURISMO;2;13:00-16:00;Sab;19;14;EN LINEA
25/2/2023;MAT2-T   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA II;5;13:00-16:00;Sab;37;30;PRESENCIAL
25/2/2023;CREA-E   ;Fac_CiEmp;NEGOCIOS;CREACIÓN DE EMPRESAS;2;13:00-16:00;Sab;101;83;EN LINEA
25/2/2023;SINF-I   ;Fac_InCa;INFORMATICA;SISTEMAS DE INFORMACIÓN GERENCIAL;2;13:00-16:00;Sab;25;22;PRESENCIAL
25/2/2023;PLAE-B;Fac_CiEmp;NEGOCIOS;PLANEACIÓN ESTRATÉGICA;1;13:00-16:00;Sab;35;29;EN LINEA
25/2/2023;ETI1-T   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ADMINISTRACIÓN DE LA PRODUCCIÓN II;1;13:00-16:00;Sab;83;64;EN LINEA
25/2/2023;PROV-E   ;Fac_CiEmp;NEGOCIOS;PROMOCIÓN DE VENTAS;2;13:00-16:00;Sab;50;41;EN LINEA
25/2/2023;TETC-N   ;Fac_InCa;INFORMATICA;TENDENCIAS TECNOLÓGICAS Y DE MANAGEMENT;1;13:00-16:00;Sab;19;19;EN LINEA
25/2/2023;ILAP-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;ILUSTRACIÓN APLICADA;1;13:00-16:00;Sab;91;56;EN LINEA
25/2/2023;ETPS4-T;Fac_InCa;INFORMATICA;NORMAS Y ESTÁNDARES INTERNACIONALES;1;13:00-16:00;Sab;60;47;EN LINEA
25/2/2023;TECO-D   ;Fac_Der;DERECHO;TÉCNICAS DE ORALIDAD;3;13:00-16:00;Sab;21;11;EN LINEA
25/2/2023;COGU-E   ;Fac_CiEmp;NEGOCIOS;CONTABILIDAD GUBERNAMENTAL;1;13:00-16:00;Sab;47;45;EN LINEA
25/2/2023;CSRS-I;Fac_InCa;INFORMATICA;CONFIGURACIÓN DE SEGURIDAD EN REDES, SERVIDORES Y CLÚSTERES DE BASES DE DATOS;1;13:00-16:00;Sab;9;8;EN LINEA
25/2/2023;ING1-H   ;Fac_CiSo;IDIOMAS;INGLÉS I;13;13:00-16:00;Sab;62;47;PRESENCIAL
25/2/2023;INT1-E   ;Fac_InCa;INFORMATICA;INTERNET I;1;13:00-16:00;Sab;7;6;EN LINEA
25/2/2023;STCB-H;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;SEMINARIO TALLER DE COMPETENCIAS;9;13:00-16:00;Sab;48;39;PRESENCIAL
25/2/2023;AUD1-E   ;Fac_CiEmp;NEGOCIOS;AUDITORÍA I;1;13:00-16:00;Sab;88;65;EN LINEA
25/2/2023;EPRO-AC  ;Fac_CiSo;ANTROPOLOGIA;ÉTICA;12;13:00-16:00;Sab;36;28;PRESENCIAL
25/2/2023;DIBA-I   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;DIBUJO APLICADO;4;13:00-16:00;Sab;35;28;PRESENCIAL
25/2/2023;ETPR-AC  ;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;TÉCNICAS DE PRESENTACIÓN;2;13:00-16:00;Sab;32;22;EN LINEA
25/2/2023;PRAC2-E  ;Fac_CiEmp;NEGOCIOS;PRÁCTICA GERENCIAL II;2;13:00-16:00;Sab;76;53;EN LINEA
25/2/2023;PPS2N-H  ;Fac_CiSo;PSICOLOGIA;PRÁCTICAS PSICOLÓGICAS II;1;13:00-16:00;Sab;86;75;EN LINEA
25/2/2023;COI2-H   ;Fac_CiSo;IDIOMAS;COMPOSICIÓN INGLESA II;1;13:00-16:00;Sab;54;46;EN LINEA
25/2/2023;ET2Q-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;CONTROL ESTADÍSTICO DE LA CALIDAD (ETC2);2;13:00-16:00;Sab;117;73;EN LINEA
25/2/2023;DEM1N-D  ;Fac_Der;DERECHO;DERECHO MERCANTIL I;2;13:00-16:00;Sab;16;15;EN LINEA
25/2/2023;ADPRO-E  ;Fac_CiEmp;NEGOCIOS;ADMÓN. DE LA PRODUCCIÓN;2;13:00-16:00;Sab;30;26;EN LINEA
25/2/2023;CDC1-E   ;Fac_CiEmp;NEGOCIOS;CONTABILIDAD DE COSTOS I;5;13:00-16:00;Sab;43;38;EN LINEA
25/2/2023;IMPR-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;IMPRESIÓN Y PRODUCCIÓN GRÁFICA;1;13:00-16:00;Sab;48;40;EN LINEA
25/2/2023;INVM-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;INVESTIGACIÓN DE MERCADOS;2;13:00-16:00;Sab;42;33;EN LINEA
25/2/2023;DAD-I;Fac_InCa;INFORMATICA;DISEÑO AVANZADO DE BASES DE DATOS;1;13:00-16:00;Sab;3;2;EN LINEA
25/2/2023;ET1Q-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;NORMAS ISO (ET);2;13:00-16:00;Sab;108;50;EN LINEA
25/2/2023;PSP1-H   ;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA DE LA PERSONALIDAD;3;08:00-11:00;Sab;56;53;PRESENCIAL
25/2/2023;BAS2-I   ;Fac_InCa;INFORMATICA;BASE DE DATOS II;3;13:00-16:00;Sab;128;88;EN LINEA
25/2/2023;PROE-I   ;Fac_InCa;INFORMATICA;PROGRAMACIÓN ORIENTADA A OBJETOS;3;13:00-16:00;Sab;17;11;PRESENCIAL
25/2/2023;PSGO-P;Fac_CiSo;PSICOLOGIA;PSICOGERONTOLOGÍA;2;13:00-16:00;Sab;69;56;EN LINEA
25/2/2023;REA1-A   ;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;12;13:00-16:00;Sab;35;25;PRESENCIAL
25/2/2023;CYCO-E   ;Fac_CiEmp;NEGOCIOS;CRÉDITOS Y COBROS;2;13:00-16:00;Sab;58;35;EN LINEA
25/2/2023;PCIN-C   ;Fac_CiSo;COMUNICACIONES;PLANEACIÓN DE LA COMUNICACIÓN INSTITUCIONAL;1;13:00-16:00;Sab;34;29;EN LINEA
25/2/2023;MET2-N   ;Fac_CiEmp;NEGOCIOS;MERCADOTECNIA TURÍSTICA II;1;13:00-16:00;Sab;37;28;EN LINEA
25/2/2023;FILO-H   ;Fac_CiSo;ANTROPOLOGIA;FILOSOFÍA;11;13:00-16:00;Sab;91;65;EN LINEA
25/2/2023;DBD-I;Fac_InCa;INFORMATICA;DISEÑO DE BASES DE DATOS;1;13:00-16:00;Sab;3;2;EN LINEA
25/2/2023;MAT1-T   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA I;7;13:00-16:00;Sab;88;78;PRESENCIAL
25/2/2023;DEL2-D   ;Fac_Der;DERECHO;DERECHO LABORAL II;2;13:00-16:00;Sab;16;12;EN LINEA
25/2/2023;PSIC-H   ;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA CLÍNICA;1;13:00-16:00;Sab;99;62;EN LINEA
25/2/2023;MERC-E   ;Fac_CiEmp;NEGOCIOS;MERCADOTECNIA;5;13:00-16:00;Sab;77;69;EN LINEA
25/2/2023;EXOE-H   ;Fac_CiSo;IDIOMAS;EXPRESIÓN ORAL Y ESCRITA DEL ESPAÑOL;16;13:00-16:00;Sab;49;40;PRESENCIAL
25/2/2023;TAI3-AC  ;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;TALLER INTEGRAL III;2;13:45-16:00/07:00-09:15;Sab-Dom;30;22;EN LINEA
25/2/2023;TAI1-AC  ;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;TALLER INTEGRAL I;2;13:45-16:00/07:00-09:15;Sab-Dom;66;49;PRESENCIAL
25/2/2023;NECL-P;Fac_CiSo;PSICOLOGIA;NEUROPSICOLOGÍA CLÍNICA;1;06:30-08:00;Mie-Sab;71;68;EN LINEA
25/2/2023;STCA-H;Fac_CiEmp;NEGOCIOS;SEMINARIO TALLER DE COMPETENCIAS;7;13:00-16:00;Sab;64;51;EN LINEA
25/2/2023;PSIG-H   ;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA GENERAL;6;13:00-16:00;Sab;57;47;PRESENCIAL
25/2/2023;EPRO-I   ;Fac_InCa;INFORMATICA;ESTÁNDARES DE PROGRAMACIÓN;1;16:00-19:00;Sab;95;84;EN LINEA
25/2/2023;FIEM-E   ;Fac_CiEmp;NEGOCIOS;FINANZAS EMPRESARIALES;4;16:00-19:00;Sab;75;63;EN LINEA
25/2/2023;MATF-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA FINANCIERA;6;16:00-19:00;Sab;34;28;EN LINEA
25/2/2023;FOAR2-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;FOTOGRAFÍA ARTÍSTICA II;1;16:00-19:00;Sab;48;45;EN LINEA
25/2/2023;DIG1-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DISEÑO GRÁFICO I;1;16:00-19:00;Sab;37;23;EN LINEA
25/2/2023;PSIS-H   ;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA SOCIAL;1;16:00-19:00;Sab;86;66;EN LINEA
25/2/2023;DISC-H   ;Fac_CiSo;IDIOMAS;DISEÑO CURRICULAR;1;16:00-19:00;Sab;4;3;EN LINEA
25/2/2023;PRAG-E;Fac_CiEmp;NEGOCIOS;PRÁCTICA GERENCIAL;1;16:00-19:00;Sab;34;23;EN LINEA
25/2/2023;APRO-E   ;Fac_CiEmp;NEGOCIOS;ADMINISTRACIÓN DE PROYECTOS;2;16:00-19:00;Sab;84;65;EN LINEA
25/2/2023;GLOBE-E  ;Fac_CiEmp;NEGOCIOS;GLOBALIZACIÓN ECONÓMICA;2;16:00-19:00;Sab;16;15;EN LINEA
25/2/2023;GCYA-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;GESTIÓN DE COMPRA Y ABASTECIMIENTO;2;16:00-19:00;Sab;68;58;EN LINEA
25/2/2023;MPRO-I   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MÉTODOS PROBABILÍSTICOS;1;16:00-19:00;Sab;57;35;EN LINEA
25/2/2023;FINI-T;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;FINANZAS INDUSTRIALES;1;16:00-19:00;Sab;114;78;EN LINEA
25/2/2023;SEIN-H   ;Fac_CiSo;PSICOLOGIA;SEMINARIO DE INVESTIGACIÓN;2;16:00-19:00;Sab;28;21;EN LINEA
25/2/2023;RED1-E   ;Fac_InCa;INFORMATICA;REDES DE DATOS I;3;16:00-19:00;Sab;24;24;EN LINEA
25/2/2023;COF1-E   ;Fac_CiEmp;NEGOCIOS;CONTABILIDAD FINANCIERA I;6;16:00-19:00;Sab;62;54;EN LINEA
25/2/2023;REHI-H   ;Fac_CiSo;PSICOLOGIA;REHABILITACIÓN INTEGRAL;1;16:00-19:00;Sab;63;43;EN LINEA
25/2/2023;MESE-E   ;Fac_CiEmp;NEGOCIOS;MERCADOTECNIA DE SERVICIOS;2;16:00-19:00;Sab;15;14;EN LINEA
25/2/2023;ARTE-T   ;Fac_InCa;INFORMATICA;ADMINISTRACIÓN DE RECURSOS TECNOLÓGICOS;1;16:00-19:00;Sab;31;19;EN LINEA
25/2/2023;CDC2-E   ;Fac_CiEmp;NEGOCIOS;CONTABILIDAD DE COSTOS II;1;16:00-19:00;Sab;64;53;EN LINEA
25/2/2023;MEVA-H   ;Fac_CiSo;PSICOLOGIA;MÉTODOS EVALUACIÓN ADULTO;1;16:00-19:00;Sab;129;110;EN LINEA
25/2/2023;PLOE-T   ;Fac_CiEmp;NEGOCIOS;PLANEACIÓN ORG. DE EVENTOS;1;16:00-19:00;Sab;62;49;EN LINEA
25/2/2023;GEV1-E   ;Fac_CiEmp;NEGOCIOS;GERENCIA DE VENTAS I;2;16:00-19:00;Sab;43;40;EN LINEA
25/2/2023;MODE-I   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MODELOS DE DECISIÓN;1;16:00-19:00;Sab;101;65;EN LINEA
25/2/2023;ESTE-E   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ESTADÍSTICA;3;16:00-19:00;Sab;71;49;EN LINEA
25/2/2023;ETPS3-T;Fac_InCa;INFORMATICA;TÉCNICAS DE CALIDAD DE SOFTWARE;1;16:00-19:00;Sab;59;39;EN LINEA
25/2/2023;HGAC-H   ;Fac_CiSo;ANTROPOLOGIA;HIST. GRAL. DE ARTE Y LA CULT.;1;16:00-19:00;Sab;3;1;EN LINEA
25/2/2023;DIPA-AC  ;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DISEÑO DE PÁGINAS WEB;3;16:00-19:00;Sab;27;22;EN LINEA
25/2/2023;DII2-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DISEÑO DE INTERFACES II;1;16:00-19:00;Sab;50;33;EN LINEA
25/2/2023;PSEM-H   ;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA EMPRESARIAL;5;16:00-19:00;Sab;62;50;EN LINEA
25/2/2023;ADCO-E   ;Fac_CiEmp;NEGOCIOS;ADMINISTRACIÓN DE COMPRAS;2;16:00-19:00;Sab;22;17;EN LINEA
25/2/2023;CREA-E   ;Fac_CiEmp;NEGOCIOS;CREACIÓN DE EMPRESAS;3;16:00-19:00;Sab;126;75;EN LINEA
25/2/2023;ELE1-I   ;Fac_InCa;INFORMATICA;ELECTRÓNICA;2;16:00-19:00;Sab;39;33;EN LINEA
25/2/2023;SICA-I   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;SISTEMA DE CONTROL ADMINISTRATIVO;2;16:00-19:00;Sab;80;56;EN LINEA
25/2/2023;EDPRO-H  ;Fac_CiSo;COMUNICACIONES;EDITORIAL Y PROPAGANDA;2;16:00-19:00;Sab;21;18;EN LINEA
25/2/2023;FILO-H   ;Fac_CiSo;ANTROPOLOGIA;FILOSOFÍA;12;16:00-19:00;Sab;119;78;EN LINEA
25/2/2023;INF1I-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;INFORMÁTICA;2;16:00-19:00;Sab;52;32;EN LINEA
25/2/2023;EI-I     ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ESTADÍSTICA Y PROBABILIDADES;3;16:00-19:00;Sab;59;35;EN LINEA
25/2/2023;ING1-H   ;Fac_CiSo;IDIOMAS;INGLÉS I;14;16:00-19:00;Sab;135;101;EN LINEA
25/2/2023;STB-I;Fac_InCa;INFORMATICA;SOPORTE TÉCNICO DE BASE DE DATOS;1;16:00-19:00;Sab;7;3;EN LINEA
25/2/2023;CRED-AC  ;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;CREATIVIDAD EDITORIAL;1;16:00-19:00;Sab;53;47;EN LINEA
25/2/2023;CRI-I;Fac_InCa;INFORMATICA;CONSTRUCCIÓN DE REDES INFORMÁTICAS PARA BASES DE DATOS;1;16:00-19:00;Sab;2;2;EN LINEA
25/2/2023;LETU-T   ;Fac_Der;DERECHO;LEGISLACIÓN TURÍSTICA;1;16:00-19:00;Sab;27;15;EN LINEA
25/2/2023;LODI-E   ;Fac_CiEmp;NEGOCIOS;LOGÍSTICA Y DISTRIBUCIÓN;2;16:00-19:00;Sab;38;31;EN LINEA
25/2/2023;DEEM-N   ;Fac_CiEmp;NEGOCIOS;DESARROLLO DE EMPRENDEDORES;2;16:00-19:00;Sab;102;82;EN LINEA
25/2/2023;ETI3-T   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MODELOS DE DECISIÓN II;1;16:00-19:00;Sab;75;47;EN LINEA
25/2/2023;FEPP-I   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;FORMULACIÓN Y EVALUACIÓN DE PROYECTOS;4;16:00-19:00;Sab;26;20;EN LINEA
25/2/2023;PLAE-E   ;Fac_CiEmp;NEGOCIOS;PLANEACIÓN ESTRATÉGICA;4;16:00-19:00;Sab;28;25;EN LINEA
25/2/2023;PSD-I;Fac_CiSo;PSICOLOGIA;PSICOLOGÍA DEL DESARROLLO;3;16:00-19:00;Sab;82;48;EN LINEA
25/2/2023;INF1-I   ;Fac_InCa;INFORMATICA;INFORMÁTICA;14;13:00-16:00;Sab;62;42;EN LINEA
25/2/2023;ADED-I   ;Fac_CiSo;IDIOMAS;ADMINISTRACIÓN EDUCATIVA;1;13:00-16:00;Sab;16;15;EN LINEA
26/2/2023;HISTU-H  ;Fac_CiSo;ANTROPOLOGIA;HISTORIA UNIVERSAL;1;07:00-10:00;Dom;93;65;EN LINEA
26/2/2023;CAL3-I   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA IV;3;07:00-10:00;Dom;69;50;EN LINEA
26/2/2023;INDP-T   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;INVESTIGACIÓN Y DESARROLLO DEL PRODUCTO;1;07:00-10:00;Dom;107;79;EN LINEA
26/2/2023;DEME-D   ;Fac_Der;DERECHO;DERECHO MERCANTIL;4;07:00-10:00;Dom;63;35;EN LINEA
26/2/2023;PROG2-I  ;Fac_InCa;INFORMATICA;PROGRAMACIÓN II;3;07:00-10:00;Dom;44;32;EN LINEA
26/2/2023;COF1-E   ;Fac_CiEmp;NEGOCIOS;CONTABILIDAD FINANCIERA I;7;07:00-10:00;Dom;89;79;PRESENCIAL
26/2/2023;TAI3-AC  ;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;TALLER INTEGRAL III;2;13:45-16:00/07:00-09:15;Sab-Dom;30;18;EN LINEA
26/2/2023;AUFI-E   ;Fac_CiEmp;NEGOCIOS;AUDITORÍA FISCAL;1;07:00-10:00;Dom;93;79;EN LINEA
26/2/2023;ESTE-E   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ESTADÍSTICA;4;07:00-10:00;Dom;48;45;EN LINEA
26/2/2023;TEEV-H   ;Fac_CiSo;IDIOMAS;TÉCNICAS DE EVALUACIÓN;3;07:00-10:00;Dom;34;21;EN LINEA
26/2/2023;PLAB-D   ;Fac_Der;DERECHO;PROCEDIMIENTOS LABORALES;2;07:00-10:00;Dom;41;22;EN LINEA
26/2/2023;DPCM1-D;Fac_Der;DERECHO;DERECHO PROCESAL CIVIL Y MERCANTIL I;3;07:00-10:00;Dom;27;27;EN LINEA
26/2/2023;REA1-A   ;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;13;07:00-10:00;Dom;75;70;EN LINEA
26/2/2023;METU-T   ;Fac_CiEmp;NEGOCIOS;MERCADOTECNIA TURÍSTICA;1;07:00-10:00;Dom;40;32;EN LINEA
26/2/2023;ANAD-E   ;Fac_CiEmp;NEGOCIOS;ANÁLISIS ADMINISTRATIVO;3;07:00-10:00;Dom;55;46;EN LINEA
26/2/2023;INF1-I   ;Fac_InCa;INFORMATICA;INFORMÁTICA;15;07:00-10:00;Dom;68;48;EN LINEA
26/2/2023;ASEM-I   ;Fac_InCa;INFORMATICA;LENGUAJE DE MÁQUINA;2;07:00-10:00;Dom;59;46;EN LINEA
26/2/2023;IACI-I   ;Fac_InCa;INFORMATICA;INTRODUCCIÓN AL ANÁLISIS DE CIRCUITOS;2;07:00-10:00;Dom;22;13;EN LINEA
26/2/2023;ESTP-I   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ESTADÍSTICA I;2;07:00-10:00;Dom;14;10;PRESENCIAL
26/2/2023;SIEL-I   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;SISTEMAS LINEALES ELECTROMECÁNICOS;1;07:00-10:00;Dom;64;45;EN LINEA
26/2/2023;DEL1-D   ;Fac_Der;DERECHO;DERECHO LABORAL I;2;07:00-10:00;Dom;37;28;EN LINEA
26/2/2023;CIDI-I   ;Fac_InCa;INFORMATICA;SISTEMAS DIGITALES;1;07:00-10:00;Dom;57;40;EN LINEA
26/2/2023;GECO-E   ;Fac_CiEmp;NEGOCIOS;GERENCIA DE CONFLICTOS;2;07:00-10:00;Dom;26;18;EN LINEA
26/2/2023;PROG3-I  ;Fac_InCa;INFORMATICA;PROGRAMACIÓN III;3;07:00-10:00;Dom;14;11;EN LINEA
26/2/2023;REA1-A   ;Fac_CiSo;ANTROPOLOGIA;REALIDAD NACIONAL;14;07:00-10:00;Dom;58;44;PRESENCIAL
26/2/2023;PRED-AC;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;PRESENTACIÓN DIGITAL;1;07:00-10:00;Dom;44;33;PRESENCIAL
26/2/2023;OPFA-I   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;OPERAC. DE FABRICACIÓN;2;07:00-10:00;Dom;37;35;PRESENCIAL
26/2/2023;DESO-E   ;Fac_CiEmp;NEGOCIOS;DESARROLLO ORGANIZACIONAL;2;07:00-10:00;Dom;50;38;EN LINEA
26/2/2023;CTIA-E   ;Fac_CiEmp;NEGOCIOS;CONTRALORÍA;1;07:00-10:00;Dom;61;42;EN LINEA
26/2/2023;MERC-E   ;Fac_CiEmp;NEGOCIOS;MERCADOTECNIA;6;07:00-10:00;Dom;72;57;EN LINEA
26/2/2023;ARTI-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;ARTE TIPOGRÁFICO;1;07:00-10:00;Dom;66;50;EN LINEA
26/2/2023;DIBT-I   ;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DIBUJO TÉCNICO;5;07:00-10:00;Dom;49;39;PRESENCIAL
26/2/2023;CRIM-AC  ;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;CREATIVIDAD EN IMAGEN CORPORATIVA;1;07:00-10:00;Dom;50;44;EN LINEA
26/2/2023;INI10-I;Fac_CiSo;IDIOMAS;INGLÉS PARA NEGOCIOS X;1;07:00-10:00;Dom;7;7;EN LINEA
26/2/2023;EPRO-AC  ;Fac_CiSo;ANTROPOLOGIA;ÉTICA;13;07:00-10:00;Dom;28;14;PRESENCIAL
26/2/2023;DIEP-I   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;DISTRIBUCIÓN EN PLANTA;1;07:00-10:00;Dom;86;40;EN LINEA
26/2/2023;PRIPU-D  ;Fac_Der;DERECHO;DERECHO INTERNACIONAL PÚBLICO Y PRIVADO;2;07:00-10:00;Dom;41;33;EN LINEA
26/2/2023;FEPP-I   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;FORMULACIÓN Y EVALUACIÓN DE PROYECTOS;5;07:00-10:00;Dom;39;35;EN LINEA
26/2/2023;TAI1-AC  ;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;TALLER INTEGRAL I;2;13:45-16:00/07:00-09:15;Sab-Dom;66;48;PRESENCIAL
26/2/2023;STCB-H;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;SEMINARIO TALLER DE COMPETENCIAS;10;07:00-10:00;Dom;66;48;PRESENCIAL
26/2/2023;MEVA-H   ;Fac_CiSo;PSICOLOGIA;MÉTODOS EVALUACIÓN ADULTO;2;07:00-10:00;Dom;49;32;PRESENCIAL
26/2/2023;INI9-I;Fac_CiSo;IDIOMAS;INGLÉS PARA NEGOCIOS IX;1;07:00-10:00;Dom;5;3;EN LINEA
26/2/2023;ESCX-N   ;Fac_CiEmp;NEGOCIOS;ESTRATEGIAS DE COMERCIO EXTERIOR;1;10:00-13:00;Dom;28;27;EN LINEA
26/2/2023;FEPI-I   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;FORMULACIÓN Y EVALUACIÓN DE PROYECTOS;2;10:00-13:00;Dom;73;56;EN LINEA
26/2/2023;BAS1-I   ;Fac_InCa;INFORMATICA;BASES DE DATOS I;4;10:00-13:00;Dom;27;25;EN LINEA
26/2/2023;MERCA-E  ;Fac_CiEmp;NEGOCIOS;MERCADO DE CAPITALES;2;10:00-13:00;Dom;48;48;EN LINEA
26/2/2023;RED1-E   ;Fac_InCa;INFORMATICA;REDES DE DATOS I;4;10:00-13:00;Dom;16;13;PRESENCIAL
26/2/2023;FITRI-D  ;Fac_Der;DERECHO;FINANZAS PÚBLICAS Y LEYES TRIBUTARIAS;2;10:00-13:00;Dom;33;25;EN LINEA
26/2/2023;APR1-I   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ADMINISTRACIÓN DE LA PRODUCCIÓN I;2;10:00-13:00;Dom;90;64;EN LINEA
26/2/2023;EPRO-AC  ;Fac_CiSo;ANTROPOLOGIA;ÉTICA;14;10:00-13:00;Dom;128;93;EN LINEA
26/2/2023;AYDS-I   ;Fac_InCa;INFORMATICA;LENGUAJE UNIFICADO MODELADO (UML);3;10:00-13:00;Dom;34;34;EN LINEA
26/2/2023;PUB1-H   ;Fac_CiSo;COMUNICACIONES;PUBLICIDAD I;5;10:00-13:00;Dom;20;17;EN LINEA
26/2/2023;MATF-I;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MATEMÁTICA FINANCIERA;7;10:00-13:00;Dom;58;46;EN LINEA
26/2/2023;CDLA-E   ;Fac_Der;DERECHO;ESTUDIO DE LA CONSTITUCIÓN;11;10:00-13:00;Dom;35;28;EN LINEA
26/2/2023;DPWEB-I  ;Fac_InCa;INFORMATICA;DESARROLLO DE LA PLATAFORMA WEB;2;10:00-13:00;Dom;19;13;PRESENCIAL
26/2/2023;MODE-I   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;MODELOS DE DECISIÓN;2;10:00-13:00;Dom;61;44;EN LINEA
26/2/2023;DII3-DG;Fac_InCa;CIENCIAS APLICADAS AREA ARQUITECTURA;DISEÑO DE INTERFACES III;1;10:00-13:00;Dom;57;43;EN LINEA
26/2/2023;ESTE-E   ;Fac_InCa;CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS;ESTADÍSTICA;5;10:00-13:00;Dom;28;20;EN LINEA
